,id,name,image,league,logo,party_id,seat_id,el_status,vote,center
79,1025,Md. Daudar Mahmud,1770822393.jpg,Independent,1704551148.jpg,32,57,,,
80,1026,Md. Delowar Hossain,1770822412.jpg,Independent,1704551148.jpg,32,57,,,
81,1027,M. Yusuf Ahmed,1770822450.jpg,Jatiya Party (JaPa),1702196200.png,5,58,,,
82,1028,Md. Abdul Aziz,1770380710.jpg,Bangladesh Nationalist Party (BNP),1769852771.webp,38,58,,,
83,1029,Md. Abdul Hakim,1770822484.jpg,Bangladesh Jamaat-e-Islami,1769852416.png,36,58,,,
84,1030,Md. Emdadullah,1770822505.jpg,Islami Andolon Bangladesh,1769852567.png,37,58,,,
85,1031,Md. Moksedul Momin,1770822522.jpg,Amar Bangladesh Party (AB Party),1769855528.jpg,66,58,,,
86,1913,Md. Abdus Sabur,1770832422.jpg,Independent,1704551148.jpg,32,59,,,
87,1914,Mosammat Mallika Khatun,1770832746.jpg,Gono Odhikar Parishad (GOP),1770210478.jpeg,39,59,,,
88,1915,Md. Jahurul Islam,1770832776.jpg,Jatiya Party (JaPa),1702196200.png,5,59,,,
89,1916,Md. Nazmus Sakib,1770832798.jpg,Nagorik Oikya,1769855423.png,64,59,,,
90,1917,Md. Shahinur Alam,1770832822.jpg,Bangladesh Jamaat-e-Islami,1769852416.png,36,59,,,
