seat_name,party,name,vote,center,division_id,total_center,time,source
Manikganj-3,JaPa,Md. Emranul Haque,,,3,143,2026-02-12 17:39:54.449789+00:00,dt
Manikganj-3,BNP,Md. Jasim Uddin,,,3,143,2026-02-12 17:39:54.449789+00:00,dt
Manikganj-3,Jamaat,Mobarak Hossain,,,3,143,2026-02-12 17:39:54.449789+00:00,dt
Manikganj-3,Islami Andolan Bangladesh,Md. Rashedul Islam,,,3,143,2026-02-12 17:39:54.449789+00:00,dt
Manikganj-3,AB Party,Zobaer Ahmed Bhuiyan,,,3,143,2026-02-12 17:39:54.449789+00:00,dt
Munshiganj-1,Jamaat,Kazi Din Mohammad,,,3,170,2026-02-12 17:39:54.449789+00:00,dt
Munshiganj-1,BNP,Md. Monirul Haque Chowdhury,,,3,170,2026-02-12 17:39:54.449789+00:00,dt
Munshiganj-1,Islami Andolan Bangladesh,Mohammad Harunur Rashid,,,3,170,2026-02-12 17:39:54.449789+00:00,dt
Munshiganj-2,Islami Andolan Bangladesh,Mawlana Ehteshamul Haque,,,3,130,2026-02-12 17:39:54.449789+00:00,dt
Munshiganj-2,BNP,Redowan Ahmed,,,3,130,2026-02-12 17:39:54.449789+00:00,dt
Munshiganj-2,Khelafat Majlish,Solaiman Khan,,,3,130,2026-02-12 17:39:54.449789+00:00,dt
Munshiganj-3,JaPa,Abdul Qader,,,3,169,2026-02-12 17:39:54.449789+00:00,dt
Munshiganj-3,JaPa,H. M. M. Irfan,,,3,169,2026-02-12 17:39:54.449789+00:00,dt
Munshiganj-3,BNP,Zakaria Taher,,,3,169,2026-02-12 17:39:54.449789+00:00,dt
Munshiganj-3,Islami Andolan Bangladesh,Md. Golam Sadek,,,3,169,2026-02-12 17:39:54.449789+00:00,dt
Munshiganj-3,Jamaat,Md. Shafiqul Alam Helal,,,3,169,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-1,Jamaat,Syed A. K. M. Sarwar Uddin Siddiqui,,,3,184,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-1,BNP,Md. Abul Kalam,,,3,184,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-1,JaPa,Md. Golam Mostafa Kamal,,,3,184,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-1,JaPa,Samira Azim,,,3,184,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-1,Islami Andolan Bangladesh,Selim Mahmud,,,3,184,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-2,Jamaat,Muhammad Yasin Arafat,,,3,197,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-2,BNP,Md. Mobasher Alam Bhuiyan,,,3,197,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-2,Islami Andolan Bangladesh,Md. Shamsuddoha,,,3,197,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-3,BNP,Md. Kamrul Huda,,,3,126,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-3,Islami Andolan Bangladesh,Md. Mahiuddin (Shaheed),,,3,126,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-3,JaPa,Md. Main Uddin,,,3,126,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-3,Jamaat,Syed Abdullah Mohammad Taher,,,3,126,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-4,BNP,A. N. M. Ehsanul Haque Milon,,,3,77,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-4,Jamaat,Abu Nasr Mohammad Mokbul Ahmed,,,3,77,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-4,JaPa,Mohammad Azad Hossain,,,3,77,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-4,JaPa,Habib Khan,,,3,77,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-5,JaPa,Nasima Nazneen Sarkar,,,3,187,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-5,Islami Andolan Bangladesh,Mansur,,,3,187,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-5,JaPa,Md. Emran Hossain Mia,,,3,187,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-5,BNP,Md. Jalal Uddin,,,3,187,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-6,Islami Andolan Bangladesh,Md. Zainal Abedin Sheikh,,,3,98,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-6,CPB,Md. Jahangir Hossain,,,3,98,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-6,Jamaat,Md. Shahjahan Mia,,,3,98,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-6,BNP,Sheikh Farid Ahmed,,,3,98,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-6,JaPa,Selim Akbar,,,3,98,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-7,JaPa,Zakir Hossain,,,3,125,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-7,Islami Andolan Bangladesh,Mokbul Hossain,,,3,125,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-7,JaPa,Mahmud Alam,,,3,125,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-7,JaPa,Md. Abdul Hannan,,,3,125,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-7,Jamaat,Md. Billal Hossain Miazhi,,,3,125,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-7,JaPa,Md. Munir Chowdhury,,,3,125,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-7,BNP,Md. Harunur Rashid,,,3,125,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-8,JaPa,Mirza Gias Uddin,,,3,110,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-8,JaPa,Md. Zakir Hossain Pradhania,,,3,110,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-8,BNP,Md. Mominul Haque,,,3,110,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-8,JaPa,Md. Mahmud Hasan Nayan,,,3,110,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-8,Islami Andolan Bangladesh,Mohammad Ali Patowary,,,3,110,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-9,Jamaat,S. M. Kamal Uddin,,,3,169,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-9,Islami Andolan Bangladesh,Kazi Golam Kibria,,,3,169,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-9,BNP,Munshi Rafiqul Alam,,,3,169,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-9,JaPa,Motaher Hossain Chowdhury,,,3,169,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-10,BNP,Zainal Abedin,,,3,119,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-10,Islami Andolan Bangladesh,Mohammad Ekramul Haque Bhuiyan,,,3,119,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-10,AB Party,Mohammad Mojibur Rahman Bhuiyan,,,3,119,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-10,Bangladesh Khelafat Majlish,Md. Harunur Rashid Bhuiyan,,,3,119,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-11,BNP,Abdul Awwal Mintoo,,,3,162,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-11,JaPa,Md. Abu Sufian,,,3,162,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-11,Islami Andolan Bangladesh,Md. Saif Uddin,,,3,162,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-11,Jamaat,Mohammad Fakhruddin,,,3,162,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-12,BNP,A. M. Mahbub Uddin,,,3,140,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-12,Islami Andolan Bangladesh,Jahirul Islam,,,3,140,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-12,Jamaat,Md. Saiful Ullah,,,3,140,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-12,JaPa,Md. Nurul Amin,,,3,140,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-13,Islami Andolan Bangladesh,Khalilur Rahman,,,3,135,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-13,BNP,Zainul Abdin Faruk,,,3,135,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-13,JaPa,Md. Shahadat Hossain,,,3,135,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-13,NCP,Sultan Mohammad Zakaria Majumder,,,3,135,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-14,BNP,Md. Borkot Ullah Bulu,,,3,166,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-14,Jamaat,Md. Borhan Uddin,,,3,166,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-14,Khelafat Majlish,Morshed Alam,,,3,166,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-14,Islami Andolan Bangladesh,Mohammad Nur Uddin,,,3,166,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-15,Jamaat,Md. Ishaq Khandaker,,,3,133,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-15,Islami Andolan Bangladesh,Md. Firoz Alam Masud,,,3,133,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-15,JaPa,Md. Shariful Islam,,,3,133,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-15,BNP,Md. Shahjahan,,,3,133,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-15,JaPa,Khaja Tanvir Ahmed,,,3,133,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-16,Islami Andolan Bangladesh,Abu Naser,,,3,137,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-16,BNP,Mohammad Fakhrul Islam,,,3,137,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-16,Jamaat,Mohammad Belayet Hossain,,,3,137,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-17,NCP,Abdul Hannan Masud,,,3,124,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-17,JaPa,A. T. M. Nabi Ullah,,,3,124,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-17,Islami Andolan Bangladesh,Mohammad Nurul Islam Sharif,,,3,124,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-17,BNP,Mohammad Mahbuber Rahman,,,3,124,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-18,Islami Andolan Bangladesh,Md. Zakir Hossain Patwary,,,3,217,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-18,NCP,Md. Mahbub Alam,,,3,217,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-18,BNP,Md. Shahadat Hossain,,,3,217,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-18,JaPa,Mohammad Mahmudur Rahman Mahmud,,,3,217,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-19,Jamaat,S. U. M. Ruhul Amin Bhuiyan,,,3,292,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-19,BNP,Md. Abul Khair Bhuiyan,,,3,292,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-19,Islami Andolan Bangladesh,Helal Uddin,,,3,292,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-20,JaPa,A. K. M. Mahi Uddin,,,3,149,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-20,Islami Andolan Bangladesh,Md. Ibrahim,,,3,149,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-20,Jamaat,Md. Rezaul Karim,,,3,149,2026-02-12 17:39:54.449789+00:00,dt
Dhaka-20,BNP,Md. Shahid Uddin Chowdhury Annie,,,3,149,2026-02-12 17:39:54.449789+00:00,dt
Gazipur-1,BNP,A. B. M. Ashraf Uddin (Nizan),,,3,237,2026-02-12 17:39:54.449789+00:00,dt
Gazipur-1,Islami Andolan Bangladesh,Khaled Saifullah,,,3,237,2026-02-12 17:39:54.449789+00:00,dt
Gazipur-1,Jamaat,Md. Ashrafur Rahman Hafizullah,,,3,237,2026-02-12 17:39:54.449789+00:00,dt
Gazipur-2,BNP,Nurul Amin,,,3,272,2026-02-12 17:39:54.449789+00:00,dt
Gazipur-2,Islami Andolan Bangladesh,Ferdous Ahmed Chowdhury,,,3,272,2026-02-12 17:39:54.449789+00:00,dt
Gazipur-2,Jamaat,Mohammad Saifur Rahman,,,3,272,2026-02-12 17:39:54.449789+00:00,dt
Gazipur-2,JaPa,Rezaul Karim,,,3,272,2026-02-12 17:39:54.449789+00:00,dt
Gazipur-2,JaPa,Syed Shahadat Hossain,,,3,272,2026-02-12 17:39:54.449789+00:00,dt
Gazipur-3,BNP,Sarwar Alamgir," 53,499",54,3,180,2026-02-12 17:39:54.449789+00:00,dt
Gazipur-3,Jamaat,Mohammad Nurul Amin,"20,119",54,3,180,2026-02-12 17:39:54.449789+00:00,dt
Gazipur-3,JaPa,Ahmed Kabir,,54,3,180,2026-02-12 17:39:54.449789+00:00,dt
Gazipur-3,Islami Andolan Bangladesh,Mohammad Zulfikar Ali Mannan,,54,3,180,2026-02-12 17:39:54.449789+00:00,dt
Gazipur-4,BNP,Mostafa Kamal Pasha,72519,83,3,122,2026-02-12 17:39:54.449789+00:00,dt
Gazipur-4,Jamaat,Muhammad Alauddin,36818,83,3,122,2026-02-12 17:39:54.449789+00:00,dt
Gazipur-4,JaPa,Md. Moyahidul Mawla,,83,3,122,2026-02-12 17:39:54.449789+00:00,dt
Gazipur-4,Islami Andolan Bangladesh,Mohammad Amzad Hossain,,83,3,122,2026-02-12 17:39:54.449789+00:00,dt
Gazipur-5,Ganosamhati Andolon (Saki),Zahidul Alam,,,3,124,2026-02-12 17:39:54.449789+00:00,dt
Gazipur-5,Jamaat,Md. Anwar Siddique,,,3,124,2026-02-12 17:39:54.449789+00:00,dt
Gazipur-5,Islami Andolan Bangladesh,Md. Didarul Mawla,,,3,124,2026-02-12 17:39:54.449789+00:00,dt
Gazipur-5,CPB,Md. Masuddaula,,,3,124,2026-02-12 17:39:54.449789+00:00,dt
Gazipur-5,BNP,Mohammad Aslam Chowdhury,,,3,124,2026-02-12 17:39:54.449789+00:00,dt
Narsingdi-1,Islami Andolan Bangladesh,Mati Ullah Nuri,,,3,136,2026-02-12 17:39:54.449789+00:00,dt
Narsingdi-1,BNP,Mir Mohammad Helal Uddin,,,3,136,2026-02-12 17:39:54.449789+00:00,dt
Narsingdi-1,JaPa,Md. Alauddin,,,3,136,2026-02-12 17:39:54.449789+00:00,dt
Narsingdi-1,Bangladesh Khelafat Majlish,Md. Nasir Uddin,,,3,136,2026-02-12 17:39:54.449789+00:00,dt
Narsingdi-1,JaPa,Mohammad Imam Uddin Riyad,,,3,136,2026-02-12 17:39:54.449789+00:00,dt
Narsingdi-2,BNP,Giasuddin Qader Chowdhury,,,3,90,2026-02-12 17:39:54.449789+00:00,dt
Narsingdi-2,Ganosamhati Andolon (Saki),Nasir Uddin Talukdar,,,3,90,2026-02-12 17:39:54.449789+00:00,dt
Narsingdi-2,Jamaat,Md. Shahjahan Manju,,,3,90,2026-02-12 17:39:54.449789+00:00,dt
Narsingdi-3,Islami Andolan Bangladesh,Abdullah Al Harun,,,3,97,2026-02-12 17:39:54.449789+00:00,dt
Narsingdi-3,Jamaat,A. T. M. Rezaul Karim,,,3,97,2026-02-12 17:39:54.449789+00:00,dt
Narsingdi-3,CPB,Promod Baran Barua,,,3,97,2026-02-12 17:39:54.449789+00:00,dt
Narsingdi-3,AB Party,Md. Abdur Rahman,,,3,97,2026-02-12 17:39:54.449789+00:00,dt
Narsingdi-3,JaPa,Md. Mehdi Rased,,,3,97,2026-02-12 17:39:54.449789+00:00,dt
Narsingdi-3,BNP,Humam Qader Chowdhury,,,3,97,2026-02-12 17:39:54.449789+00:00,dt
Narsingdi-4,BNP,Ershad Ullah,,,3,158,2026-02-12 17:39:54.449789+00:00,dt
Narsingdi-4,Jamaat,Md. Abu Naser,,,3,158,2026-02-12 17:39:54.449789+00:00,dt
Narsingdi-4,NCP,Md. Jobairul Hasan Arif,,,3,158,2026-02-12 17:39:54.449789+00:00,dt
Narsingdi-4,JaPa,Mohammad Emdadul Haque,,,3,158,2026-02-12 17:39:54.449789+00:00,dt
Narsingdi-4,Islami Andolan Bangladesh,Mohammad Nurul Alam,,,3,158,2026-02-12 17:39:54.449789+00:00,dt
Narsingdi-5,Islami Andolan Bangladesh,Abdus Shukkur,,,3,163,2026-02-12 17:39:54.449789+00:00,dt
Narsingdi-5,Jamaat,Dr. A. K. M. Fazlul Haque,,,3,163,2026-02-12 17:39:54.449789+00:00,dt
Narsingdi-5,BNP,Mohammad Abu Sufian,,,3,163,2026-02-12 17:39:54.449789+00:00,dt
Narsingdi-5,JaPa,Mohammad Naim Uddin,,,3,163,2026-02-12 17:39:54.449789+00:00,dt
Narsingdi-5,Ganosamhati Andolon (Saki),Syed Mohammad Hasan Maruf,,,3,163,2026-02-12 17:39:54.449789+00:00,dt
Faridpur-2,BNP,Mazharul Islam,5973,10,3,115,2026-02-12 17:39:54.449789+00:00,dt
Faridpur-2,Bangladesh Khelafat Majlish,Hedayatullah Hadi,5793,10,3,115,2026-02-12 17:39:54.449789+00:00,dt
Faridpur-2,Khelafat Majlish,Ahmed Ali,,10,3,115,2026-02-12 17:39:54.449789+00:00,dt
Faridpur-2,CPB,Md. Enamul Haque,,10,3,115,2026-02-12 17:39:54.449789+00:00,dt
Faridpur-3,BNP,Advocate Md. Jalal Uddin,14329,20,3,154,2026-02-12 17:39:54.449789+00:00,dt
Faridpur-3,Jamaat,Md. Shafiqul Islam,12512,20,3,154,2026-02-12 17:39:54.449789+00:00,dt
Faridpur-3,JaPa,Md. Afzal Hossain Bhuiyan,,20,3,154,2026-02-12 17:39:54.449789+00:00,dt
Faridpur-3,Islami Andolan Bangladesh,Md. Abul Basar Rezwan,,20,3,154,2026-02-12 17:39:54.449789+00:00,dt
Faridpur-4,JaPa,A. K. M. Alamgir,,,3,189,2026-02-12 17:39:54.449789+00:00,dt
Faridpur-4,Jamaat,Jihad Khan,,,3,189,2026-02-12 17:39:54.449789+00:00,dt
Faridpur-4,BNP,Dr. Muhammad Osman Faruq,,,3,189,2026-02-12 17:39:54.449789+00:00,dt
Faridpur-4,JaPa,Md. Abu Bakar Siddique,,,3,189,2026-02-12 17:39:54.449789+00:00,dt
Faridpur-4,Islami Andolan Bangladesh,Md. Alamgir Hossain,,,3,189,2026-02-12 17:39:54.449789+00:00,dt
Gopalganj-1,BNP,Md. Fazlur Rahman,132553,150,3,138,2026-02-12 17:39:54.449789+00:00,dt
Gopalganj-1,Jamaat,Md. Rokon Reza Sheikh,55646,150,3,138,2026-02-12 17:39:54.449789+00:00,dt
Gopalganj-1,Bangladesh Khelafat Majlish,Khairul Islam Thakur,,150,3,138,2026-02-12 17:39:54.449789+00:00,dt
Gopalganj-1,JaPa,Nurul Islam,,150,3,138,2026-02-12 17:39:54.449789+00:00,dt
Gopalganj-1,Islami Andolan Bangladesh,Billal Ahmed Majumdar,,150,3,138,2026-02-12 17:39:54.449789+00:00,dt
Gopalganj-1,JaPa,Md. Shaheen Reza Chowdhury,,150,3,138,2026-02-12 17:39:54.449789+00:00,dt
Gopalganj-2,BNP,Syed Ehsanul Huda,80995,96,3,151,2026-02-12 17:39:54.449789+00:00,dt
Gopalganj-2,Jamaat,Md. Ramzan Ali,42728,96,3,151,2026-02-12 17:39:54.449789+00:00,dt
Gopalganj-2,JaPa,Md. Mahbubul Alam,,96,3,151,2026-02-12 17:39:54.449789+00:00,dt
Gopalganj-2,Islami Andolan Bangladesh,Mohammad Delawar Hossain,,96,3,151,2026-02-12 17:39:54.449789+00:00,dt
Gopalganj-2,JaPa,Sheikh Mojibur Rahman Iqbal,,96,3,151,2026-02-12 17:39:54.449789+00:00,dt
Gopalganj-3,BNP,Md. Shariful Alam,185898,107,3,108,2026-02-12 17:39:54.449789+00:00,dt
Gopalganj-3,Bangladesh Khelafat Majlish,Ataullah Amin,30102,107,3,108,2026-02-12 17:39:54.449789+00:00,dt
Gopalganj-3,CPB,Dr. Mohammad Habil Mia,,107,3,108,2026-02-12 17:39:54.449789+00:00,dt
Gopalganj-3,JaPa,Naimul Hasan,,107,3,108,2026-02-12 17:39:54.449789+00:00,dt
Gopalganj-3,JaPa,Mohammad Ayub Hossain,,107,3,108,2026-02-12 17:39:54.449789+00:00,dt
Gopalganj-3,Islami Andolan Bangladesh,Mohammad Musa Khan,,107,3,108,2026-02-12 17:39:54.449789+00:00,dt
Gopalganj-3,JaPa,Shafi Uddin Ahmad,,107,3,108,2026-02-12 17:39:54.449789+00:00,dt
Madaripur-1,Islami Andolan Bangladesh,Muhammad Jannatul Islam,,,3,102,2026-02-12 17:39:54.449789+00:00,dt
Madaripur-1,Jamaat,Muhammad Shamsuzzaman Helali,,,3,102,2026-02-12 17:39:54.449789+00:00,dt
Madaripur-1,JaPa,Md. Osman Gani,,,3,102,2026-02-12 17:39:54.449789+00:00,dt
Madaripur-1,JaPa,Mohammad Emdad Hossain Chowdhury,,,3,102,2026-02-12 17:39:54.449789+00:00,dt
Madaripur-1,JaPa,Mohammad Arman Ali,,,3,102,2026-02-12 17:39:54.449789+00:00,dt
Madaripur-1,BNP,Saeed Al Noman,,,3,102,2026-02-12 17:39:54.449789+00:00,dt
Madaripur-1,JaPa,Sabina Khatun,,,3,102,2026-02-12 17:39:54.449789+00:00,dt
Madaripur-2,Jamaat,Abu Bakar Siddique,,,3,143,2026-02-12 17:39:54.449789+00:00,dt
Madaripur-2,BNP,S. A. Jinnah Kabir,,,3,143,2026-02-12 17:39:54.449789+00:00,dt
Madaripur-2,Islami Andolan Bangladesh,Md. Khorshed Alam,,,3,143,2026-02-12 17:39:54.449789+00:00,dt
Madaripur-3,JaPa,Abu Taher,,,3,134,2026-02-12 17:39:54.449789+00:00,dt
Madaripur-3,BNP,Amir Khasru Mahmud Chowdhury,,,3,134,2026-02-12 17:39:54.449789+00:00,dt
Madaripur-3,JaPa,Ujjal Bhowmik,,,3,134,2026-02-12 17:39:54.449789+00:00,dt
Madaripur-3,JaPa,Md. Aziz Mia,,,3,134,2026-02-12 17:39:54.449789+00:00,dt
Madaripur-3,Islami Andolan Bangladesh,Md. Nur Uddin,,,3,134,2026-02-12 17:39:54.449789+00:00,dt
Madaripur-3,JaPa,Mohammad Jahangir Bhuiyan,,,3,134,2026-02-12 17:39:54.449789+00:00,dt
Madaripur-3,Jamaat,Mohammad Shafiul Alam,,,3,134,2026-02-12 17:39:54.449789+00:00,dt
Shariatpur-1,Islami Andolan Bangladesh,S. M. Belal Nur,,,3,135,2026-02-12 17:39:54.449789+00:00,dt
Shariatpur-1,JaPa,Farid Ahmed Chowdhury,,,3,135,2026-02-12 17:39:54.449789+00:00,dt
Shariatpur-1,JaPa,Muhammad Shakhawat Hossain,,,3,135,2026-02-12 17:39:54.449789+00:00,dt
Shariatpur-1,JaPa,Mohammad Abu Taleb Helali,,,3,135,2026-02-12 17:39:54.449789+00:00,dt
Shariatpur-1,BNP,Mohammad Enamul Haque,,,3,135,2026-02-12 17:39:54.449789+00:00,dt
Shariatpur-1,Jamaat,Mohammad Faridul Alam,,,3,135,2026-02-12 17:39:54.449789+00:00,dt
Shariatpur-2,JaPa,S. M. Abdul Mannan,,,3,133,2026-02-12 17:39:54.449789+00:00,dt
Shariatpur-2,BNP,Mainul Islam Khan,,,3,133,2026-02-12 17:39:54.449789+00:00,dt
Shariatpur-2,Khelafat Majlish,Md. Salah Uddin,,,3,133,2026-02-12 17:39:54.449789+00:00,dt
Shariatpur-2,Islami Andolan Bangladesh,Mohammad Ali,,,3,133,2026-02-12 17:39:54.449789+00:00,dt
Shariatpur-3,BNP,Afroza Khanam,"61,778",56,3,110,2026-02-12 17:39:54.449789+00:00,dt
Shariatpur-3,Bangladesh Khelafat Majlish,Muhammad Saeed Noor,"23,346",56,3,110,2026-02-12 17:39:54.449789+00:00,dt
Shariatpur-3,JaPa,Abul Bashar Badsha,,56,3,110,2026-02-12 17:39:54.449789+00:00,dt
Shariatpur-3,Islami Andolan Bangladesh,Samsuddin,,56,3,110,2026-02-12 17:39:54.449789+00:00,dt
Meherpur-1,Jamaat,Md. Abdul Gafur,14567,15,4,117,2026-02-12 17:39:54.449789+00:00,dt
Meherpur-1,BNP,Ragib Rauf Chowdhury,11908,15,4,117,2026-02-12 17:39:54.449789+00:00,dt
Meherpur-1,CPB,Nur Uddin Ahmed,,15,4,117,2026-02-12 17:39:54.449789+00:00,dt
Meherpur-1,Islami Andolan Bangladesh,Mohammad Ali,,15,4,117,2026-02-12 17:39:54.449789+00:00,dt
Meherpur-2,Jamaat,Md. Amir Hamza,6666,5,4,190,2026-02-12 17:39:54.449789+00:00,dt
Meherpur-2,BNP,Md. Zakir Hossain Sarkar,3474,5,4,190,2026-02-12 17:39:54.449789+00:00,dt
Meherpur-2,Islami Andolan Bangladesh,Md. Abdullah Akhand,,5,4,190,2026-02-12 17:39:54.449789+00:00,dt
Kushtia-1,Jamaat,Md. Afzal Hossain,11988,15,4,129,2026-02-12 17:39:54.449789+00:00,dt
Kushtia-1,BNP,Syed Mehdi Ahmed Rumi,10821,15,4,129,2026-02-12 17:39:54.449789+00:00,dt
Kushtia-1,Islami Andolan Bangladesh,Anowar Khan,,15,4,129,2026-02-12 17:39:54.449789+00:00,dt
Kushtia-1,JaPa,Tarun Kumar Ghosh,,15,4,129,2026-02-12 17:39:54.449789+00:00,dt
Kushtia-1,JaPa,Md. Abdul Hakim Mia,,15,4,129,2026-02-12 17:39:54.449789+00:00,dt
Kushtia-1,JaPa,Md. Shahidul Islam,,15,4,129,2026-02-12 17:39:54.449789+00:00,dt
Kushtia-2,Jamaat,Md. Masud Parvez,176490,147,4,161,2026-02-12 17:39:54.449789+00:00,dt
Kushtia-2,BNP,Mahmud Hasan Khan,121328,147,4,161,2026-02-12 17:39:54.449789+00:00,dt
Kushtia-2,BNP,Md. Sharifuzzaman,,147,4,161,2026-02-12 17:39:54.449789+00:00,dt
Kushtia-2,Islami Andolan Bangladesh,Mohammad Zahurul Islam,,147,4,161,2026-02-12 17:39:54.449789+00:00,dt
Kushtia-3,Jamaat,Md. Ruhul Amin,,,4,140,2026-02-12 17:39:54.449789+00:00,dt
Kushtia-3,Islami Andolan Bangladesh,Md. Hasanuzzaman,,,4,140,2026-02-12 17:39:54.449789+00:00,dt
Kushtia-4,BNP,Md. Asaduzzaman,171598,117,4,148,2026-02-12 17:39:54.449789+00:00,dt
Kushtia-4,Jamaat,Abu Saleh Md. Matiur Rahman,55577,117,4,148,2026-02-12 17:39:54.449789+00:00,dt
Kushtia-4,AB Party,Md. Matiar Rahman,55577,117,4,148,2026-02-12 17:39:54.449789+00:00,dt
Kushtia-4,JaPa,Monika Alam,,117,4,148,2026-02-12 17:39:54.449789+00:00,dt
Chuadanga-1,Jamaat,Ali Azam Md. Abu Bakar,,,4,181,2026-02-12 17:39:54.449789+00:00,dt
Chuadanga-1,Islami Andolan Bangladesh,H. M. Momtazur Rahman,,,4,181,2026-02-12 17:39:54.449789+00:00,dt
Chuadanga-1,CPB,Md. Abu Toyab,,,4,181,2026-02-12 17:39:54.449789+00:00,dt
Chuadanga-1,BNP,Md. Abdul Majid,,,4,181,2026-02-12 17:39:54.449789+00:00,dt
Chuadanga-1,JaPa,Saogat Ul Islam,,,4,181,2026-02-12 17:39:54.449789+00:00,dt
Chuadanga-2,Islami Andolan Bangladesh,Mawlana Sarwar Hossain,,,4,173,2026-02-12 17:39:54.449789+00:00,dt
Chuadanga-2,Jamaat,Md. Matiar Rahman,,,4,173,2026-02-12 17:39:54.449789+00:00,dt
Chuadanga-2,BNP,Mohammad Mehdi Hasan,,,4,173,2026-02-12 17:39:54.449789+00:00,dt
Jhenaidah-1,Islami Andolan Bangladesh,Abdul Jalil,,,4,117,2026-02-12 17:39:54.449789+00:00,dt
