seat_name,party,name,vote,center,division_id,total_center,time,source
Sirajganj-4,Islami Andolan Bangladesh,Md. Abdul Gani,,,5,137,2026-02-12 17:39:54.449789+00:00,dt
Sirajganj-4,BNP,Md. Shamsur Rahman,,,5,137,2026-02-12 17:39:54.449789+00:00,dt
Sirajganj-4,Jamaat,Mohammad Najibur Rahman,,,5,137,2026-02-12 17:39:54.449789+00:00,dt
Sirajganj-5,BNP,A. K. M. Selim Reza Habib,,,5,124,2026-02-12 17:39:54.449789+00:00,dt
Sirajganj-5,Islami Andolan Bangladesh,Md. Afzal Hossain Khan Kashemi,,,5,124,2026-02-12 17:39:54.449789+00:00,dt
Sirajganj-5,JaPa,Md. Mehedi Hasan Rubel,,,5,124,2026-02-12 17:39:54.449789+00:00,dt
Sirajganj-5,Jamaat,Md. Hesab Uddin,,,5,124,2026-02-12 17:39:54.449789+00:00,dt
Sirajganj-5,Gano Forum,Sheikh Nasir Uddin,,,5,124,2026-02-12 17:39:54.449789+00:00,dt
Sirajganj-6,JaPa,Mir Nadim Mohammad Dablu,,,5,160,2026-02-12 17:39:54.449789+00:00,dt
Sirajganj-6,Jamaat,Mohammad Ali Asgar,,,5,160,2026-02-12 17:39:54.449789+00:00,dt
Sirajganj-6,Islami Andolan Bangladesh,Md. Abdul Khalek,,,5,160,2026-02-12 17:39:54.449789+00:00,dt
Sirajganj-6,BNP,Md. Hasan Zafir Tuhin,,,5,160,2026-02-12 17:39:54.449789+00:00,dt
Sirajganj-6,Gano Forum,Sardar Asha Parvez,,,5,160,2026-02-12 17:39:54.449789+00:00,dt
Pabna-1,Islami Andolan Bangladesh,Md. Anwar Shah,,,5,125,2026-02-12 17:39:54.449789+00:00,dt
Pabna-1,Jamaat,Md. Abu Taleb Mondol,,,5,125,2026-02-12 17:39:54.449789+00:00,dt
Pabna-1,JaPa,Md. Saiful Azad Mallik,,,5,125,2026-02-12 17:39:54.449789+00:00,dt
Pabna-1,CPB,Md. Sohag Hossain,,,5,125,2026-02-12 17:39:54.449789+00:00,dt
Pabna-1,BNP,Md. Habibur Rahman (Habib),,,5,125,2026-02-12 17:39:54.449789+00:00,dt
Pabna-2,Jamaat,Md. Iqbal Hossain,8897,44,5,108,2026-02-12 17:39:54.449789+00:00,dt
Pabna-2,BNP,Md. Shamsur Rahman Shimul Biswas,1039,44,5,108,2026-02-12 17:39:54.449789+00:00,dt
Pabna-2,AB Party,Md. Abdul Majid Mollah,,44,5,108,2026-02-12 17:39:54.449789+00:00,dt
Pabna-2,Islami Andolan Bangladesh,Md. Nazmul Hossain,,44,5,108,2026-02-12 17:39:54.449789+00:00,dt
Pabna-3,BNP,Masud Arun,,,5,176,2026-02-12 17:39:54.449789+00:00,dt
Pabna-3,JaPa,Md. Abdul Hamid,,,5,176,2026-02-12 17:39:54.449789+00:00,dt
Pabna-3,Jamaat,Md. Tajuddin Khan,,,5,176,2026-02-12 17:39:54.449789+00:00,dt
Pabna-3,CPB,Md. Mizanur Rahman,,,5,176,2026-02-12 17:39:54.449789+00:00,dt
Pabna-4,JaPa,Md. Abdul Baki,,,5,129,2026-02-12 17:39:54.449789+00:00,dt
Pabna-4,BNP,Md. Amjad Hossain,,,5,129,2026-02-12 17:39:54.449789+00:00,dt
Pabna-4,Jamaat,Md. Nazmul Huda,,,5,129,2026-02-12 17:39:54.449789+00:00,dt
Pabna-5,BNP,Reza Ahmed,10971,10,5,163,2026-02-12 17:39:54.449789+00:00,dt
Pabna-5,Jamaat,Md. Belal Uddin,5923,10,5,163,2026-02-12 17:39:54.449789+00:00,dt
Pabna-5,Islami Andolan Bangladesh,Md. Aminul Islam,,10,5,163,2026-02-12 17:39:54.449789+00:00,dt
Pabna-5,JaPa,Md. Nuruzzaman,,10,5,163,2026-02-12 17:39:54.449789+00:00,dt
Pabna-5,JaPa,Md. Shahriar Jamil,,10,5,163,2026-02-12 17:39:54.449789+00:00,dt
Nilphamari-2,BNP,Mohammad Nawshad Zamir,91799,82,6,135,2026-02-12 17:39:54.449789+00:00,dt
Nilphamari-2,NCP,Md. Sarjis Alam,89878,82,6,135,2026-02-12 17:39:54.449789+00:00,dt
Nilphamari-3,BNP,Farhad Hossain Azad,101808,79,6,105,2026-02-12 17:39:54.449789+00:00,dt
Nilphamari-3,Jamaat,Md. Safiul Alam,75247,79,6,105,2026-02-12 17:39:54.449789+00:00,dt
Nilphamari-3,CPB,Md. Ashraful Alam,,79,6,105,2026-02-12 17:39:54.449789+00:00,dt
Nilphamari-3,Islami Andolan Bangladesh,Md. Kamrul Hasan Prodhan,,79,6,105,2026-02-12 17:39:54.449789+00:00,dt
Nilphamari-3,JaPa,Md. Lutfar Rahman Ripon,,79,6,105,2026-02-12 17:39:54.449789+00:00,dt
Nilphamari-4,BNP,Mirza Fakhrul Islam Alamgir,232635,182,6,169,2026-02-12 17:39:54.449789+00:00,dt
Nilphamari-4,Jamaat,Delwar Hossain,136412,182,6,169,2026-02-12 17:39:54.449789+00:00,dt
Nilphamari-4,Islami Andolan Bangladesh,Md. Khademul Islam,27,182,6,169,2026-02-12 17:39:54.449789+00:00,dt
Lalmonirhat-1,Jamaat,Md. Abdul Hakim,90489,81,6,132,2026-02-12 17:39:54.449789+00:00,dt
Lalmonirhat-1,BNP,Md. Abdus Salam,88782,81,6,132,2026-02-12 17:39:54.449789+00:00,dt
Lalmonirhat-1,JaPa,Nurun Nahar Begum,,81,6,132,2026-02-12 17:39:54.449789+00:00,dt
Lalmonirhat-1,AB Party,Md. Nahid-Rana,,81,6,132,2026-02-12 17:39:54.449789+00:00,dt
Lalmonirhat-1,Islami Andolan Bangladesh,Md. Rezaul Karim,,81,6,132,2026-02-12 17:39:54.449789+00:00,dt
Lalmonirhat-1,CPB,Sahabuddin Ahmed,,81,6,132,2026-02-12 17:39:54.449789+00:00,dt
Lalmonirhat-2,BNP,Md. Zahidur Rahman,57597,56,6,144,2026-02-12 17:39:54.449789+00:00,dt
Lalmonirhat-2,Jamaat,Md. Mizanur Rahman,46399,56,6,144,2026-02-12 17:39:54.449789+00:00,dt
Lalmonirhat-2,CPB,Prabhat Samir Shahjahan Alam,,56,6,144,2026-02-12 17:39:54.449789+00:00,dt
Lalmonirhat-2,Islami Andolan Bangladesh,Md. Al Amin,,56,6,144,2026-02-12 17:39:54.449789+00:00,dt
Lalmonirhat-2,JaPa,Hafiz Uddin Ahmed,,56,6,144,2026-02-12 17:39:54.449789+00:00,dt
Lalmonirhat-3,BNP,Md. Manjurul Islam,64529,49,6,89,2026-02-12 17:39:54.449789+00:00,dt
Lalmonirhat-3,Jamaat,Md. Matiur Rahman,46696,49,6,89,2026-02-12 17:39:54.449789+00:00,dt
Lalmonirhat-3,Islami Andolan Bangladesh,Md. Chan Mia,,49,6,89,2026-02-12 17:39:54.449789+00:00,dt
Lalmonirhat-3,JaPa,Md. Shahinur Islam,,49,6,89,2026-02-12 17:39:54.449789+00:00,dt
Rangpur-1,BNP,Md. Sadik Riyaz,140608,130,6,123,2026-02-12 17:39:54.449789+00:00,dt
Rangpur-1,Jamaat,AKM Afzalul Anam,136220,130,6,123,2026-02-12 17:39:54.449789+00:00,dt
Rangpur-1,Bangladesh Khelafat Majlish,Zobayer Sayeed,,130,6,123,2026-02-12 17:39:54.449789+00:00,dt
Rangpur-1,Islami Andolan Bangladesh,Md. Redwanul Karim Rabid,,130,6,123,2026-02-12 17:39:54.449789+00:00,dt
Rangpur-1,JaPa,Md. Zulfikar Hossain,,130,6,123,2026-02-12 17:39:54.449789+00:00,dt
Rangpur-2,CPB,Amrit Kumar Roy,,,6,136,2026-02-12 17:39:54.449789+00:00,dt
Rangpur-2,JaPa,Ahmed Shafi Rubel,,,6,136,2026-02-12 17:39:54.449789+00:00,dt
Rangpur-2,Islami Andolan Bangladesh,Md. Khairuzzaman,,,6,136,2026-02-12 17:39:54.449789+00:00,dt
Rangpur-2,Jamaat,Md. Mainul Alam,,,6,136,2026-02-12 17:39:54.449789+00:00,dt
Rangpur-2,BNP,Syed Jahangir Alam,,,6,136,2026-02-12 17:39:54.449789+00:00,dt
Rangpur-3,BNP,Md. Akhtaruzzaman Mia,,,6,175,2026-02-12 17:39:54.449789+00:00,dt
Rangpur-3,Islami Andolan Bangladesh,Md. Anwar Hossain,,,6,175,2026-02-12 17:39:54.449789+00:00,dt
Rangpur-3,Jamaat,Md. Aftab Uddin Molla,,,6,175,2026-02-12 17:39:54.449789+00:00,dt
Rangpur-3,JaPa,Md. Nurul Amin Shah,,,6,175,2026-02-12 17:39:54.449789+00:00,dt
Rangpur-4,BNP,AKM Kamruzzaman,,,6,163,2026-02-12 17:39:54.449789+00:00,dt
Rangpur-4,NCP,Md. Abdul Ahad,,,6,163,2026-02-12 17:39:54.449789+00:00,dt
Rangpur-4,JaPa,Md. Kazi Abdul Gafur,,,6,163,2026-02-12 17:39:54.449789+00:00,dt
Rangpur-5,BNP,Abu Zafar Md. Zahid Hossain,43230,40,6,150,2026-02-12 17:39:54.449789+00:00,dt
Rangpur-5,Jamaat,Md. Anwarul Islam,38638,40,6,150,2026-02-12 17:39:54.449789+00:00,dt
Rangpur-5,Islami Andolan Bangladesh,Md. Nur Alam Siddique,,40,6,150,2026-02-12 17:39:54.449789+00:00,dt
Rangpur-5,JaPa,Md. Rezaul Haque,,40,6,150,2026-02-12 17:39:54.449789+00:00,dt
Rangpur-6,Jamiat Ulema-e-Islam Bangladesh,Maulana Md. Manjurul Islam,,,6,111,2026-02-12 17:39:54.449789+00:00,dt
Rangpur-6,Islami Andolan Bangladesh,Md. Abdul Jalil,,,6,111,2026-02-12 17:39:54.449789+00:00,dt
Rangpur-6,Jamaat,Md. Abdus Sattar,,,6,111,2026-02-12 17:39:54.449789+00:00,dt
Rangpur-6,JaPa,Md. Taslim Uddin,,,6,111,2026-02-12 17:39:54.449789+00:00,dt
Kurigram-1,Jamaat,Al-Faruk Abdul Latif,,,6,229,2026-02-12 17:39:54.449789+00:00,dt
Kurigram-1,Khelafat Majlish,Md. Sarwarul Alam,,,6,229,2026-02-12 17:39:54.449789+00:00,dt
Kurigram-1,BNP,Shaharin Islam,,,6,229,2026-02-12 17:39:54.449789+00:00,dt
Kurigram-1,Islami Andolan Bangladesh,Hasibul Islam,,,6,229,2026-02-12 17:39:54.449789+00:00,dt
Kurigram-2,BNP,Alhaj Syed Ali,,,6,204,2026-02-12 17:39:54.449789+00:00,dt
Kurigram-2,Jamaat,Obaidullah Salafi,,,6,204,2026-02-12 17:39:54.449789+00:00,dt
Kurigram-2,Islami Andolan Bangladesh,Md. Amzad Hossain (Sarkar),,,6,204,2026-02-12 17:39:54.449789+00:00,dt
Kurigram-2,JaPa,Md. Rohan Chowdhury,,,6,204,2026-02-12 17:39:54.449789+00:00,dt
Kurigram-3,Jamaat,Abdul Muntakim,,,6,139,2026-02-12 17:39:54.449789+00:00,dt
Kurigram-3,BJP,Mirza Md. Shawkat Akbar (Rowshan),,,6,139,2026-02-12 17:39:54.449789+00:00,dt
Kurigram-3,BNP,Md. Abdul Gafur Sarkar,,,6,139,2026-02-12 17:39:54.449789+00:00,dt
Kurigram-3,Islami Andolan Bangladesh,Md. Shahidul Islam,,,6,139,2026-02-12 17:39:54.449789+00:00,dt
Kurigram-3,JaPa,Md. Siddiqul Alam,,,6,139,2026-02-12 17:39:54.449789+00:00,dt
Kurigram-4,Islami Andolan Bangladesh,Muhammad Fazlul Karim Shaharia,,,6,130,2026-02-12 17:39:54.449789+00:00,dt
Kurigram-4,Jamaat,Md. Anwarul Islam Raju,,,6,130,2026-02-12 17:39:54.449789+00:00,dt
Kurigram-4,JaPa,Md. Moshiur Rahman Ranga,,,6,130,2026-02-12 17:39:54.449789+00:00,dt
Kurigram-4,BNP,Md. Hasan Rajib Pradhan,,,6,130,2026-02-12 17:39:54.449789+00:00,dt
Gaibandha-1,BNP,Md. Rokon Uddin Babul,118350,155,6,114,2026-02-12 17:39:54.449789+00:00,dt
Gaibandha-1,CPB,Nimai Chandra Roy,,155,6,114,2026-02-12 17:39:54.449789+00:00,dt
Gaibandha-1,JaPa,Md. Elahan Uddin,,155,6,114,2026-02-12 17:39:54.449789+00:00,dt
Gaibandha-1,Jamaat,Md. Firoz Haider,,155,6,114,2026-02-12 17:39:54.449789+00:00,dt
Gaibandha-1,Islami Andolan Bangladesh,Md. Mahfuzur Rahman,,155,6,114,2026-02-12 17:39:54.449789+00:00,dt
Gaibandha-2,BNP,Asadul Habib Dulu,,,6,114,2026-02-12 17:39:54.449789+00:00,dt
Gaibandha-2,Ganosamhati Andolon (Saki),Dipak Kumar Roy,,,6,114,2026-02-12 17:39:54.449789+00:00,dt
Gaibandha-2,CPB,Madhu Sudan Roy,,,6,114,2026-02-12 17:39:54.449789+00:00,dt
Gaibandha-2,Jamaat,Md. Abu Taher,,,6,114,2026-02-12 17:39:54.449789+00:00,dt
Gaibandha-2,Islami Andolan Bangladesh,Md. Aminul Islam,,,6,114,2026-02-12 17:39:54.449789+00:00,dt
Gaibandha-2,JaPa,Md. Zahid Hasan,,,6,114,2026-02-12 17:39:54.449789+00:00,dt
Gaibandha-3,Jamaat,Md. Fazlur Rahman Saeed,1410,1,6,134,2026-02-12 17:39:54.449789+00:00,dt
Gaibandha-3,BNP,Md. Masud Rana Pradhan,854,1,6,134,2026-02-12 17:39:54.449789+00:00,dt
Gaibandha-3,JaPa,Sabekun Nahar,,1,6,134,2026-02-12 17:39:54.449789+00:00,dt
Gaibandha-4,BNP,Md. Abdul Bari,15316,11,6,139,2026-02-12 17:39:54.449789+00:00,dt
Gaibandha-4,Jamaat,S. M. Rashedul Alam,10445,11,6,139,2026-02-12 17:39:54.449789+00:00,dt
Gaibandha-4,AB Party,S. A. Zahid,,11,6,139,2026-02-12 17:39:54.449789+00:00,dt
Gaibandha-5,Islami Andolan Bangladesh,A. B. M. Mostafa Kamal Pasha,,,6,145,2026-02-12 17:39:54.449789+00:00,dt
Gaibandha-5,BNP,Kazi Rafiqul Islam,,,6,145,2026-02-12 17:39:54.449789+00:00,dt
Gaibandha-5,Gano Forum,Md. Zulfikar Ali,,,6,145,2026-02-12 17:39:54.449789+00:00,dt
Gaibandha-5,Jamaat,Md. Shahabuddin,,,6,145,2026-02-12 17:39:54.449789+00:00,dt
Jamalpur-1,Islami Andolan Bangladesh,Md. Ali Akbar,,,7,127,2026-02-12 17:39:54.449789+00:00,dt
Jamalpur-1,BNP,Md. Faridul Kabir Talukdar,,,7,127,2026-02-12 17:39:54.449789+00:00,dt
Jamalpur-1,CPB,Md. Mahbub Zaman Jewel,,,7,127,2026-02-12 17:39:54.449789+00:00,dt
Jamalpur-1,Jamaat,Mohammad Abdul Awal,,,7,127,2026-02-12 17:39:54.449789+00:00,dt
Jamalpur-2,Jamaat,Muhammad Abdus Sattar,,,7,92,2026-02-12 17:39:54.449789+00:00,dt
Jamalpur-2,BNP,Shah Md. Waresh Ali Mamun,,,7,92,2026-02-12 17:39:54.449789+00:00,dt
Jamalpur-2,CPB,Sheikh Md. Akkas Ali,,,7,92,2026-02-12 17:39:54.449789+00:00,dt
Jamalpur-2,Islami Andolan Bangladesh,Syed Yunus Ahmed,,,7,92,2026-02-12 17:39:54.449789+00:00,dt
Jamalpur-3,Jamaat,Md. Rashedul Islam Rashed,16823,18,7,153,2026-02-12 17:39:54.449789+00:00,dt
Jamalpur-3,BNP,Sansila Zebrin,8234,18,7,153,2026-02-12 17:39:54.449789+00:00,dt
Jamalpur-3,JaPa,Md. Mahmudul Haque Moni,,18,7,153,2026-02-12 17:39:54.449789+00:00,dt
Jamalpur-3,NCP,Md. Likhon Mia,,18,7,153,2026-02-12 17:39:54.449789+00:00,dt
Jamalpur-4,BNP,Mohammad Fahim Chowdhury,9657,14,7,89,2026-02-12 17:39:54.449789+00:00,dt
Jamalpur-4,Jamaat,Md. Golam Kibria,9312,14,7,89,2026-02-12 17:39:54.449789+00:00,dt
Jamalpur-4,AB Party,Md. Abdullah,,14,7,89,2026-02-12 17:39:54.449789+00:00,dt
Jamalpur-4,Islami Andolan Bangladesh,Md. Abdullah Al Qayes,,14,7,89,2026-02-12 17:39:54.449789+00:00,dt
Jamalpur-5,Islami Andolan Bangladesh,Abu Taleb Md. Saifuddin,,,7,159,2026-02-12 17:39:54.449789+00:00,dt
Jamalpur-5,BNP,Md. Mahmudul Haque Rubel,,,7,159,2026-02-12 17:39:54.449789+00:00,dt
Jamalpur-5,Jamaat,Mohammad Nuruzzaman,,,7,159,2026-02-12 17:39:54.449789+00:00,dt
Sherpur-1,CPB,Azharul Islam,,,7,144,2026-02-12 17:39:54.449789+00:00,dt
Sherpur-1,Islami Andolan Bangladesh,Md. Jillur Rahman,,,7,144,2026-02-12 17:39:54.449789+00:00,dt
Sherpur-1,Bangladesh Khelafat Majlish,Md. Tajul Islam,,,7,144,2026-02-12 17:39:54.449789+00:00,dt
Sherpur-1,BNP,Syed Emran Saleh,,,7,144,2026-02-12 17:39:54.449789+00:00,dt
Sherpur-2,BNP,Motahar Hossain Talukder,"11,592",18,7,154,2026-02-12 17:39:54.449789+00:00,dt
Sherpur-2,Islami Andolan Bangladesh,Golam Mawla Bhuiyan,,18,7,154,2026-02-12 17:39:54.449789+00:00,dt
Sherpur-2,Bangladesh Khelafat Majlish,Mohammadullah,,18,7,154,2026-02-12 17:39:54.449789+00:00,dt
Sherpur-2,JaPa,Md. Emdadul Haque Khan,,18,7,154,2026-02-12 17:39:54.449789+00:00,dt
Sherpur-3,BNP,M. Iqbal Hossain,"12,358",13,7,126,2026-02-12 17:39:54.449789+00:00,dt
Sherpur-3,Islami Andolan Bangladesh,Md. Shariful Islam,,13,7,126,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-1,JaPa,Abu Md. Musa Sarkar,,,7,143,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-1,CPB,Emdadul Haque Millat,,,7,143,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-1,BNP,Md. Abu Wahab Akand Wahid,,,7,143,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-1,Islami Andolan Bangladesh,Md. Nasir Uddin,,,7,143,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-1,Ganosamhati Andolon (Saki),Mostafizur Rahman,,,7,143,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-1,Jamaat,Mohammad Kamrul Ahsan,,,7,143,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-2,BNP,Mohammad Zakir Hossain,7926,7,7,174,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-2,Jamaat,Md. Matiur Rahman Akand,5184,7,7,174,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-2,Islami Andolan Bangladesh,Mohammad Sirajul Islam,,7,7,174,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-2,AB Party,Md. Rafiqul Islam,,7,7,174,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-2,Ganosamhati Andolon (Saki),Mohammad Nazrul Islam,,7,7,174,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-3,Jamaat,Md. Kamrul Hasan,"21,785",37,7,92,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-3,BNP,Md. Akhtarul Alam,,37,7,92,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-3,Islami Andolan Bangladesh,Md. Nure Alam Siddique,,37,7,92,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-4,BNP,Dr. Md. Mahabubur Rahman,4413,6,7,177,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-4,Jamaat,Md. Asaduzzaman,2781,6,7,177,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-4,Islami Andolan Bangladesh,Md. Ibrahim Khalilullah,,6,7,177,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-4,JaPa,Md. Jahirul Islam,,6,7,177,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-5,BNP,Lutfullah-el-Mazed,46174,40,7,104,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-5,JaPa,Fakhrul Imam,,40,7,104,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-5,Islami Andolan Bangladesh,Shah Nurul Kabir,,40,7,104,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-6,BNP,Yaser Khan Chowdhury,19550,25,7,121,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-6,Gano Forum,Md. Latiful Bari (Hamim),,25,7,121,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-6,Islami Andolan Bangladesh,Md. Saeedur Rahman,,25,7,121,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-6,JaPa,Hasmat Mahmud,,25,7,121,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-7,Ganosamhati Andolon (Saki),A. K. M. Shamsul Alam,,,7,120,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-7,JaPa,Md. Al Amin (Sohan),,,7,120,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-7,Jamaat,Md. Ismail,,,7,120,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-7,CPB,Md. Saifus Salehin,,,7,120,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-7,Islami Andolan Bangladesh,Md. Habibullah Belali,,,7,120,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-7,BNP,Mohammad Akhtaruzzaman,,,7,120,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-8,BNP,Fakhr Uddin Ahmed,6320,7,7,92,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-8,NCP,Zahidul Islam,,7,7,92,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-8,Islami Andolan Bangladesh,Md. Mostafa Kamal,,7,7,92,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-9,BNP,Barrister Kaiser Kamal,"82,738",65,7,121,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-9,Bangladesh Khelafat Majlish,Golam Rabbani,"44,472",65,7,121,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-9,JaPa,Md. Anwar Hossain Khan,,65,7,121,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-9,Islami Andolan Bangladesh,Md. Abdul Mannan (Sohag),,65,7,121,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-9,CPB,Md. Alkas Uddin Mir,,65,7,121,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-10,BNP,Md. Anwarul Haque,"61,962",68,7,111,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-10,NCP,Md. Fahim Rahman Khan Pathan,"23,937",68,7,111,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-10,Islami Andolan Bangladesh,Abdul Qayyum,,68,7,111,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-10,JaPa,A. B. M. Rafiqul Haque Talukder,,68,7,111,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-11,BNP,Rafiqul Islam Hilali," 51,165",67,7,105,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-11,JaPa,Md. Abul Hossain Talukder,,67,7,105,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-11,Jamaat,Md. Khairul Kabir Niyogi,,67,7,105,2026-02-12 17:39:54.449789+00:00,dt
Mymensingh-11,Islami Andolan Bangladesh,Md. Zakir Hossain,,67,7,105,2026-02-12 17:39:54.449789+00:00,dt
Netrokona-1,BNP,Md. Lutfuzzaman Babar,160224,149,7,124,2026-02-12 17:39:54.449789+00:00,dt
Netrokona-1,Jamaat,Md. Al-Helal,39308,149,7,124,2026-02-12 17:39:54.449789+00:00,dt
Netrokona-1,CPB,Jolly Talukder,,149,7,124,2026-02-12 17:39:54.449789+00:00,dt
Netrokona-1,Islami Andolan Bangladesh,Md. Mokhlesur Rahman,,149,7,124,2026-02-12 17:39:54.449789+00:00,dt
Netrokona-2,Jamaat,Masum Mustafa,,,7,172,2026-02-12 17:39:54.449789+00:00,dt
Netrokona-2,BNP,Md. Abu Taher Talukder,,,7,172,2026-02-12 17:39:54.449789+00:00,dt
Netrokona-2,Islami Andolan Bangladesh,Md. Nurul Islam,,,7,172,2026-02-12 17:39:54.449789+00:00,dt
Netrokona-3,Jamaat,A. K. M. Aminul Islam,,,7,149,2026-02-12 17:39:54.449789+00:00,dt
Netrokona-3,BNP,M. A. Hannan,,,7,149,2026-02-12 17:39:54.449789+00:00,dt
Netrokona-3,JaPa,Md. Shah Alam,,,7,149,2026-02-12 17:39:54.449789+00:00,dt
Netrokona-3,Islami Andolan Bangladesh,Hussain Ahmed,,,7,149,2026-02-12 17:39:54.449789+00:00,dt
Netrokona-4,Jamiat Ulema-e-Islam Bangladesh,Mohammad Junayed Al Habib,"6,745",12,7,147,2026-02-12 17:39:54.449789+00:00,dt
Netrokona-4,NCP,Ashraf Uddin,,12,7,147,2026-02-12 17:39:54.449789+00:00,dt
Netrokona-4,JaPa,Adv. Md. Ziaul Haque Mridha,,12,7,147,2026-02-12 17:39:54.449789+00:00,dt
Netrokona-4,Islami Andolan Bangladesh,Nesar Ahmad,,12,7,147,2026-02-12 17:39:54.449789+00:00,dt
Netrokona-5,NCP,Ataullah,,,7,81,2026-02-12 17:39:54.449789+00:00,dt
Netrokona-5,Islami Andolan Bangladesh,Niazul Karim,,,7,81,2026-02-12 17:39:54.449789+00:00,dt
Netrokona-5,BNP,Md. Khaled Hossain Mahbub,,,7,81,2026-02-12 17:39:54.449789+00:00,dt
Netrokona-5,JaPa,Md. Rezaul Islam Bhuiyan,,,7,81,2026-02-12 17:39:54.449789+00:00,dt
Sunamganj-1,JaPa,Abdur Rab Chowdhury,,,8,168,2026-02-12 17:39:54.449789+00:00,dt
Sunamganj-1,Jamaat,Mahmudul Hasan,,,8,168,2026-02-12 17:39:54.449789+00:00,dt
Sunamganj-1,JaPa,Md. Rezaul Mostafa,,,8,168,2026-02-12 17:39:54.449789+00:00,dt
Sunamganj-1,BNP,Sarwar Jamal Nizam,,,8,168,2026-02-12 17:39:54.449789+00:00,dt
Sunamganj-2,BNP,Alhaj Jasim Uddin Ahmed,,,8,111,2026-02-12 17:39:54.449789+00:00,dt
Sunamganj-2,JaPa,H. M. Iliyas,,,8,111,2026-02-12 17:39:54.449789+00:00,dt
Sunamganj-2,Islami Andolan Bangladesh,Mohammad Abdul Hamid,,,8,111,2026-02-12 17:39:54.449789+00:00,dt
Sunamganj-2,JaPa,Mohammad Badsha Mia,,,8,111,2026-02-12 17:39:54.449789+00:00,dt
Sunamganj-2,JaPa,Mohammad Mizanul Haque Chowdhury,,,8,111,2026-02-12 17:39:54.449789+00:00,dt
Sunamganj-2,JaPa,Shafiqul Islam Rahi,,,8,111,2026-02-12 17:39:54.449789+00:00,dt
Sunamganj-3,BNP,Nazmul Mostafa Amin,,,8,145,2026-02-12 17:39:54.449789+00:00,dt
Sunamganj-3,Islami Andolan Bangladesh,Shariful Alam Chowdhury,,,8,145,2026-02-12 17:39:54.449789+00:00,dt
Sunamganj-3,Jamaat,Shahjahan Chowdhury,,,8,145,2026-02-12 17:39:54.449789+00:00,dt
Sunamganj-4,BNP,Mishkatul Islam Chowdhury,,,8,112,2026-02-12 17:39:54.449789+00:00,dt
Sunamganj-4,Jamaat,Mohammad Jahirul Islam,,,8,112,2026-02-12 17:39:54.449789+00:00,dt
Sunamganj-4,JaPa,Mohammad Liaqat Ali,,,8,112,2026-02-12 17:39:54.449789+00:00,dt
Sunamganj-4,Islami Andolan Bangladesh,Hafez Ruhullah,,,8,112,2026-02-12 17:39:54.449789+00:00,dt
Sunamganj-5,Jamaat,Abdullah Al Faruq,,,8,164,2026-02-12 17:39:54.449789+00:00,dt
