seat_name,party,name,vote,center,division_id,total_center,time,source,voters,male_voters,female_voters,thirdgender_voters,vote_pc
Naogaon-3,Jamaat,Md. Khabirul Islam,23664.0,27.0,5,141,2026-02-12 15:56:06.220455+00:00,dt,440785.0,218988.0,221796.0,1.0,5.37
Naogaon-4,AB Party,Md. Abdur Rahman,,14.0,5,117,2026-02-12 15:56:06.220455+00:00,dt,333862.0,165643.0,168215.0,4.0,
Naogaon-4,BNP,Md. Sharif Uddin,10113.0,14.0,5,117,2026-02-12 15:56:06.220455+00:00,dt,333862.0,165643.0,168215.0,4.0,3.03
Naogaon-4,Jamaat,Md. Mujibur Rahman,18336.0,14.0,5,117,2026-02-12 15:56:06.220455+00:00,dt,333862.0,165643.0,168215.0,4.0,5.49
Naogaon-5,AB Party,Md. Saeed Noman,,14.0,5,113,2026-02-12 15:56:06.220455+00:00,dt,363030.0,180031.0,182994.0,5.0,
Naogaon-5,BNP,Md. Mizanur Rahman Minu,15144.0,14.0,5,113,2026-02-12 15:56:06.220455+00:00,dt,363030.0,180031.0,182994.0,5.0,4.17
Naogaon-5,Jamaat,Mohammad Jahangir,11013.0,14.0,5,113,2026-02-12 15:56:06.220455+00:00,dt,363030.0,180031.0,182994.0,5.0,3.03
Naogaon-6,BNP,Mohammad Shafiqul Haque Milon,23015.0,19.0,5,114,2026-02-12 15:56:06.220455+00:00,dt,345416.0,174350.0,171061.0,5.0,6.66
Naogaon-6,Islami Andolan Bangladesh,Md. Fazlur Rahman,,19.0,5,114,2026-02-12 15:56:06.220455+00:00,dt,345416.0,174350.0,171061.0,5.0,
Naogaon-6,JaPa,Md. Afzal Hossain,,19.0,5,114,2026-02-12 15:56:06.220455+00:00,dt,345416.0,174350.0,171061.0,5.0,
Naogaon-6,Jamaat,Md. Abul Kalam Azad,14510.0,19.0,5,114,2026-02-12 15:56:06.220455+00:00,dt,345416.0,174350.0,171061.0,5.0,4.2
Natore-1,AB Party,Md. Moksedul Momin,,,5,125,2026-02-12 15:56:06.220455+00:00,dt,368276.0,183595.0,184679.0,2.0,
Natore-1,BNP,Md. Abdul Aziz,,,5,125,2026-02-12 15:56:06.220455+00:00,dt,368276.0,183595.0,184679.0,2.0,
Natore-1,Islami Andolan Bangladesh,Md. Emdadullah,,,5,125,2026-02-12 15:56:06.220455+00:00,dt,368276.0,183595.0,184679.0,2.0,
Natore-1,JaPa,M. Yusuf Ahmed,,,5,125,2026-02-12 15:56:06.220455+00:00,dt,368276.0,183595.0,184679.0,2.0,
Natore-1,Jamaat,Md. Abdul Hakim,,,5,125,2026-02-12 15:56:06.220455+00:00,dt,368276.0,183595.0,184679.0,2.0,
Natore-2,BNP,Md. Selim Reza,,,5,156,2026-02-12 15:56:06.220455+00:00,dt,406886.0,201655.0,205222.0,9.0,
Natore-2,JaPa,Md. Jahurul Islam,,,5,156,2026-02-12 15:56:06.220455+00:00,dt,406886.0,201655.0,205222.0,9.0,
Natore-2,Jamaat,Md. Shahinur Alam,,,5,156,2026-02-12 15:56:06.220455+00:00,dt,406886.0,201655.0,205222.0,9.0,
Natore-3,BNP,Iqbal Hasan Mahmud,2618.0,2.0,5,118,2026-02-12 15:56:06.220455+00:00,dt,326872.0,164088.0,162781.0,3.0,0.8
Natore-3,CPB,Md. Anwar Hossain,,2.0,5,118,2026-02-12 15:56:06.220455+00:00,dt,326872.0,164088.0,162781.0,3.0,
Natore-3,Islami Andolan Bangladesh,Md. Mohibullah,,2.0,5,118,2026-02-12 15:56:06.220455+00:00,dt,326872.0,164088.0,162781.0,3.0,
Natore-3,Jamaat,Muhammad Zahidul Islam,1269.0,2.0,5,118,2026-02-12 15:56:06.220455+00:00,dt,326872.0,164088.0,162781.0,3.0,0.39
Natore-4,BNP,Md. Ainul Haque,,,5,167,2026-02-12 15:56:06.220455+00:00,dt,445172.0,221348.0,223821.0,3.0,
Natore-4,Bangladesh Khelafat Majlish,Md. Abdur Rauf Sarkar,,,5,167,2026-02-12 15:56:06.220455+00:00,dt,445172.0,221348.0,223821.0,3.0,
Natore-4,JaPa,Md. Fazlul Haque,,,5,167,2026-02-12 15:56:06.220455+00:00,dt,445172.0,221348.0,223821.0,3.0,
Netrokona-1,BNP,Md. Lutfuzzaman Babar,,,7,124,2026-02-12 15:56:06.220455+00:00,dt,,,,,
Netrokona-1,CPB,Jolly Talukder,,,7,124,2026-02-12 15:56:06.220455+00:00,dt,,,,,
Netrokona-1,Islami Andolan Bangladesh,Md. Mokhlesur Rahman,,,7,124,2026-02-12 15:56:06.220455+00:00,dt,,,,,
Netrokona-1,Jamaat,Md. Al-Helal,,,7,124,2026-02-12 15:56:06.220455+00:00,dt,,,,,
Netrokona-2,BNP,Md. Abu Taher Talukder,,,7,172,2026-02-12 15:56:06.220455+00:00,dt,,,,,
Netrokona-2,Islami Andolan Bangladesh,Md. Nurul Islam,,,7,172,2026-02-12 15:56:06.220455+00:00,dt,,,,,
Netrokona-2,Jamaat,Masum Mustafa,,,7,172,2026-02-12 15:56:06.220455+00:00,dt,,,,,
Netrokona-3,BNP,M. A. Hannan,,,7,149,2026-02-12 15:56:06.220455+00:00,dt,,,,,
Netrokona-3,Islami Andolan Bangladesh,Hussain Ahmed,,,7,149,2026-02-12 15:56:06.220455+00:00,dt,,,,,
Netrokona-3,JaPa,Md. Shah Alam,,,7,149,2026-02-12 15:56:06.220455+00:00,dt,,,,,
Netrokona-3,Jamaat,A. K. M. Aminul Islam,,,7,149,2026-02-12 15:56:06.220455+00:00,dt,,,,,
Netrokona-4,Islami Andolan Bangladesh,Nesar Ahmad,,,7,147,2026-02-12 15:56:06.220455+00:00,dt,,,,,
Netrokona-4,JaPa,Adv. Md. Ziaul Haque Mridha,,,7,147,2026-02-12 15:56:06.220455+00:00,dt,,,,,
Netrokona-4,Jamiat Ulema-e-Islam Bangladesh,Mohammad Junayed Al Habib,,,7,147,2026-02-12 15:56:06.220455+00:00,dt,,,,,
Netrokona-4,NCP,Ashraf Uddin,,,7,147,2026-02-12 15:56:06.220455+00:00,dt,,,,,
Netrokona-5,BNP,Md. Khaled Hossain Mahbub,,,7,81,2026-02-12 15:56:06.220455+00:00,dt,,,,,
Netrokona-5,Islami Andolan Bangladesh,Niazul Karim,,,7,81,2026-02-12 15:56:06.220455+00:00,dt,,,,,
Netrokona-5,JaPa,Md. Rezaul Islam Bhuiyan,,,7,81,2026-02-12 15:56:06.220455+00:00,dt,,,,,
Netrokona-5,NCP,Ataullah,,,7,81,2026-02-12 15:56:06.220455+00:00,dt,,,,,
Nilphamari-2,BNP,Mohammad Nawshad Zamir,,,6,135,2026-02-12 15:56:06.220455+00:00,dt,385785.0,193034.0,192749.0,2.0,
Nilphamari-2,NCP,Md. Sarjis Alam,,,6,135,2026-02-12 15:56:06.220455+00:00,dt,385785.0,193034.0,192749.0,2.0,
Nilphamari-3,BNP,Farhad Hossain Azad,,,6,105,2026-02-12 15:56:06.220455+00:00,dt,294446.0,149878.0,144567.0,1.0,
Nilphamari-3,CPB,Md. Ashraful Alam,,,6,105,2026-02-12 15:56:06.220455+00:00,dt,294446.0,149878.0,144567.0,1.0,
Nilphamari-3,Islami Andolan Bangladesh,Md. Kamrul Hasan Prodhan,,,6,105,2026-02-12 15:56:06.220455+00:00,dt,294446.0,149878.0,144567.0,1.0,
Nilphamari-3,JaPa,Md. Lutfar Rahman Ripon,,,6,105,2026-02-12 15:56:06.220455+00:00,dt,294446.0,149878.0,144567.0,1.0,
Nilphamari-3,Jamaat,Md. Safiul Alam,,,6,105,2026-02-12 15:56:06.220455+00:00,dt,294446.0,149878.0,144567.0,1.0,
Nilphamari-4,BNP,Mirza Fakhrul Islam Alamgir,2251.0,2.0,6,169,2026-02-12 15:56:06.220455+00:00,dt,451814.0,226728.0,225081.0,5.0,0.5
Nilphamari-4,Islami Andolan Bangladesh,Md. Khademul Islam,,2.0,6,169,2026-02-12 15:56:06.220455+00:00,dt,451814.0,226728.0,225081.0,5.0,
Nilphamari-4,Jamaat,Delwar Hossain,1072.0,2.0,6,169,2026-02-12 15:56:06.220455+00:00,dt,451814.0,226728.0,225081.0,5.0,0.24
Pabna-1,BNP,Md. Habibur Rahman (Habib),,,5,125,2026-02-12 15:56:06.220455+00:00,dt,464904.0,237675.0,227228.0,1.0,
Pabna-1,CPB,Md. Sohag Hossain,,,5,125,2026-02-12 15:56:06.220455+00:00,dt,464904.0,237675.0,227228.0,1.0,
Pabna-1,Islami Andolan Bangladesh,Md. Anwar Shah,,,5,125,2026-02-12 15:56:06.220455+00:00,dt,464904.0,237675.0,227228.0,1.0,
Pabna-1,JaPa,Md. Saiful Azad Mallik,,,5,125,2026-02-12 15:56:06.220455+00:00,dt,464904.0,237675.0,227228.0,1.0,
Pabna-1,Jamaat,Md. Abu Taleb Mondol,,,5,125,2026-02-12 15:56:06.220455+00:00,dt,464904.0,237675.0,227228.0,1.0,
Pabna-2,AB Party,Md. Abdul Majid Mollah,,11.0,5,108,2026-02-12 15:56:06.220455+00:00,dt,373425.0,191467.0,181957.0,1.0,
Pabna-2,BNP,Md. Shamsur Rahman Shimul Biswas,1039.0,11.0,5,108,2026-02-12 15:56:06.220455+00:00,dt,373425.0,191467.0,181957.0,1.0,0.28
Pabna-2,Islami Andolan Bangladesh,Md. Nazmul Hossain,,11.0,5,108,2026-02-12 15:56:06.220455+00:00,dt,373425.0,191467.0,181957.0,1.0,
Pabna-2,Jamaat,Md. Iqbal Hossain,8897.0,11.0,5,108,2026-02-12 15:56:06.220455+00:00,dt,373425.0,191467.0,181957.0,1.0,2.38
Pabna-3,BNP,Masud Arun,,,5,176,2026-02-12 15:56:06.220455+00:00,dt,486806.0,243937.0,242863.0,6.0,
Pabna-3,CPB,Md. Mizanur Rahman,,,5,176,2026-02-12 15:56:06.220455+00:00,dt,486806.0,243937.0,242863.0,6.0,
Pabna-3,JaPa,Md. Abdul Hamid,,,5,176,2026-02-12 15:56:06.220455+00:00,dt,486806.0,243937.0,242863.0,6.0,
Pabna-3,Jamaat,Md. Tajuddin Khan,,,5,176,2026-02-12 15:56:06.220455+00:00,dt,486806.0,243937.0,242863.0,6.0,
Pabna-4,BNP,Md. Amjad Hossain,,,5,129,2026-02-12 15:56:06.220455+00:00,dt,440168.0,221442.0,218720.0,6.0,
Pabna-4,JaPa,Md. Abdul Baki,,,5,129,2026-02-12 15:56:06.220455+00:00,dt,440168.0,221442.0,218720.0,6.0,
Pabna-4,Jamaat,Md. Nazmul Huda,,,5,129,2026-02-12 15:56:06.220455+00:00,dt,440168.0,221442.0,218720.0,6.0,
Pabna-5,BNP,Reza Ahmed,10971.0,10.0,5,163,2026-02-12 15:56:06.220455+00:00,dt,528044.0,266433.0,261608.0,3.0,2.08
Pabna-5,Islami Andolan Bangladesh,Md. Aminul Islam,,10.0,5,163,2026-02-12 15:56:06.220455+00:00,dt,528044.0,266433.0,261608.0,3.0,
Pabna-5,JaPa,Md. Nuruzzaman,,10.0,5,163,2026-02-12 15:56:06.220455+00:00,dt,528044.0,266433.0,261608.0,3.0,
Pabna-5,Jamaat,Md. Belal Uddin,5923.0,10.0,5,163,2026-02-12 15:56:06.220455+00:00,dt,528044.0,266433.0,261608.0,3.0,1.12
Rajshahi-1,BNP,D. M. D. Ziaur Rahman,40655.0,40.0,5,158,2026-02-12 15:56:06.220455+00:00,dt,468780.0,234078.0,234699.0,3.0,8.67
Rajshahi-1,Islami Andolan Bangladesh,Md. Tajul Islam Khan,,40.0,5,158,2026-02-12 15:56:06.220455+00:00,dt,468780.0,234078.0,234699.0,3.0,
Rajshahi-1,JaPa,Md. Fazlul Haque,,40.0,5,158,2026-02-12 15:56:06.220455+00:00,dt,468780.0,234078.0,234699.0,3.0,
Rajshahi-1,Jamaat,Md. Abdul Bari Sardar,43295.0,40.0,5,158,2026-02-12 15:56:06.220455+00:00,dt,468780.0,234078.0,234699.0,3.0,9.24
Rajshahi-2,BNP,Professor Nazrul Islam,14869.0,13.0,5,112,2026-02-12 15:56:06.220455+00:00,dt,369564.0,178249.0,191307.0,8.0,4.02
Rajshahi-2,Islami Andolan Bangladesh,Md. Ruhul Amin,,13.0,5,112,2026-02-12 15:56:06.220455+00:00,dt,369564.0,178249.0,191307.0,8.0,
Rajshahi-2,Jamaat,Manjur Rahman,5372.0,13.0,5,112,2026-02-12 15:56:06.220455+00:00,dt,369564.0,178249.0,191307.0,8.0,1.45
Rajshahi-3,BNP,Md. Abu Sayeed Chand,6227.0,5.0,5,128,2026-02-12 15:56:06.220455+00:00,dt,423738.0,210897.0,212835.0,6.0,1.47
Rajshahi-3,Islami Andolan Bangladesh,Md. Abdus Salam Suruj,,5.0,5,128,2026-02-12 15:56:06.220455+00:00,dt,423738.0,210897.0,212835.0,6.0,
Rajshahi-3,JaPa,Md. Iqbal Hossain,,5.0,5,128,2026-02-12 15:56:06.220455+00:00,dt,423738.0,210897.0,212835.0,6.0,
Rajshahi-3,Jamaat,Md. Nazmul Haque,3393.0,5.0,5,128,2026-02-12 15:56:06.220455+00:00,dt,423738.0,210897.0,212835.0,6.0,0.8
Rajshahi-4,BNP,Farzana Sharmin,398.0,1.0,5,122,2026-02-12 15:56:06.220455+00:00,dt,319909.0,160720.0,159185.0,4.0,0.12
Rajshahi-4,Ganosamhati Andolon (Saki),Md. Sentu Ali,,1.0,5,122,2026-02-12 15:56:06.220455+00:00,dt,319909.0,160720.0,159185.0,4.0,
Rajshahi-4,Islami Andolan Bangladesh,Md. Abdullahil Baki,,1.0,5,122,2026-02-12 15:56:06.220455+00:00,dt,319909.0,160720.0,159185.0,4.0,
Rajshahi-4,JaPa,Md. Sahed Ali Jinnah,,1.0,5,122,2026-02-12 15:56:06.220455+00:00,dt,319909.0,160720.0,159185.0,4.0,
Rajshahi-4,Jamaat,Md. Abul Kalam Azad,910.0,1.0,5,122,2026-02-12 15:56:06.220455+00:00,dt,319909.0,160720.0,159185.0,4.0,0.28
Rajshahi-5,BNP,M. Ruhul Quddus Talukder Dulu,9982.0,9.0,5,132,2026-02-12 15:56:06.220455+00:00,dt,353174.0,176670.0,176499.0,5.0,2.83
Rajshahi-5,Ganosamhati Andolon (Saki),Tahamida Islam Tania,,9.0,5,132,2026-02-12 15:56:06.220455+00:00,dt,353174.0,176670.0,176499.0,5.0,
Rajshahi-5,Islami Andolan Bangladesh,Mohammad Ali Siddiqui,,9.0,5,132,2026-02-12 15:56:06.220455+00:00,dt,353174.0,176670.0,176499.0,5.0,
Rajshahi-5,JaPa,Md. Rakib Uddin (Komol),,9.0,5,132,2026-02-12 15:56:06.220455+00:00,dt,353174.0,176670.0,176499.0,5.0,
Rajshahi-5,Jamaat,Md. Yunus Ali,9034.0,9.0,5,132,2026-02-12 15:56:06.220455+00:00,dt,353174.0,176670.0,176499.0,5.0,2.56
Rajshahi-6,BNP,Md. Anwarul Islam,,,5,118,2026-02-12 15:56:06.220455+00:00,dt,357054.0,178068.0,178984.0,2.0,
Rajshahi-6,Islami Andolan Bangladesh,Md. Khalilur Rahman,,,5,118,2026-02-12 15:56:06.220455+00:00,dt,357054.0,178068.0,178984.0,2.0,
Rajshahi-6,JaPa,Md. Ashiq Iqbal,,,5,118,2026-02-12 15:56:06.220455+00:00,dt,357054.0,178068.0,178984.0,2.0,
Rajshahi-6,NCP,S. M. Zargis Qadir,,,5,118,2026-02-12 15:56:06.220455+00:00,dt,357054.0,178068.0,178984.0,2.0,
Rangpur-1,BNP,Md. Sadik Riyaz,,,6,123,2026-02-12 15:56:06.220455+00:00,dt,375227.0,188829.0,186394.0,4.0,
Rangpur-1,Bangladesh Khelafat Majlish,Zobayer Sayeed,,,6,123,2026-02-12 15:56:06.220455+00:00,dt,375227.0,188829.0,186394.0,4.0,
Rangpur-1,Islami Andolan Bangladesh,Md. Redwanul Karim Rabid,,,6,123,2026-02-12 15:56:06.220455+00:00,dt,375227.0,188829.0,186394.0,4.0,
Rangpur-1,JaPa,Md. Zulfikar Hossain,,,6,123,2026-02-12 15:56:06.220455+00:00,dt,375227.0,188829.0,186394.0,4.0,
Rangpur-1,Jamaat,AKM Afzalul Anam,,,6,123,2026-02-12 15:56:06.220455+00:00,dt,375227.0,188829.0,186394.0,4.0,
Rangpur-2,BNP,Syed Jahangir Alam,,,6,136,2026-02-12 15:56:06.220455+00:00,dt,380921.0,192287.0,188625.0,9.0,
Rangpur-2,CPB,Amrit Kumar Roy,,,6,136,2026-02-12 15:56:06.220455+00:00,dt,380921.0,192287.0,188625.0,9.0,
Rangpur-2,Islami Andolan Bangladesh,Md. Khairuzzaman,,,6,136,2026-02-12 15:56:06.220455+00:00,dt,380921.0,192287.0,188625.0,9.0,
Rangpur-2,JaPa,Ahmed Shafi Rubel,,,6,136,2026-02-12 15:56:06.220455+00:00,dt,380921.0,192287.0,188625.0,9.0,
Rangpur-2,Jamaat,Md. Mainul Alam,,,6,136,2026-02-12 15:56:06.220455+00:00,dt,380921.0,192287.0,188625.0,9.0,
Rangpur-3,BNP,Md. Akhtaruzzaman Mia,,,6,175,2026-02-12 15:56:06.220455+00:00,dt,508223.0,252369.0,255849.0,5.0,
Rangpur-3,Islami Andolan Bangladesh,Md. Anwar Hossain,,,6,175,2026-02-12 15:56:06.220455+00:00,dt,508223.0,252369.0,255849.0,5.0,
Rangpur-3,JaPa,Md. Nurul Amin Shah,,,6,175,2026-02-12 15:56:06.220455+00:00,dt,508223.0,252369.0,255849.0,5.0,
Rangpur-3,Jamaat,Md. Aftab Uddin Molla,,,6,175,2026-02-12 15:56:06.220455+00:00,dt,508223.0,252369.0,255849.0,5.0,
Rangpur-4,BNP,AKM Kamruzzaman,,,6,163,2026-02-12 15:56:06.220455+00:00,dt,509905.0,250787.0,259113.0,5.0,
Rangpur-4,JaPa,Md. Kazi Abdul Gafur,,,6,163,2026-02-12 15:56:06.220455+00:00,dt,509905.0,250787.0,259113.0,5.0,
Rangpur-4,NCP,Md. Abdul Ahad,,,6,163,2026-02-12 15:56:06.220455+00:00,dt,509905.0,250787.0,259113.0,5.0,
Rangpur-5,BNP,Abu Zafar Md. Zahid Hossain,,,6,150,2026-02-12 15:56:06.220455+00:00,dt,469189.0,232462.0,236723.0,4.0,
Rangpur-5,Islami Andolan Bangladesh,Md. Nur Alam Siddique,,,6,150,2026-02-12 15:56:06.220455+00:00,dt,469189.0,232462.0,236723.0,4.0,
Rangpur-5,JaPa,Md. Rezaul Haque,,,6,150,2026-02-12 15:56:06.220455+00:00,dt,469189.0,232462.0,236723.0,4.0,
Rangpur-5,Jamaat,Md. Anwarul Islam,,,6,150,2026-02-12 15:56:06.220455+00:00,dt,469189.0,232462.0,236723.0,4.0,
Rangpur-6,Islami Andolan Bangladesh,Md. Abdul Jalil,,,6,111,2026-02-12 15:56:06.220455+00:00,dt,355737.0,176103.0,179630.0,4.0,
Rangpur-6,JaPa,Md. Taslim Uddin,,,6,111,2026-02-12 15:56:06.220455+00:00,dt,355737.0,176103.0,179630.0,4.0,
Rangpur-6,Jamaat,Md. Abdus Sattar,,,6,111,2026-02-12 15:56:06.220455+00:00,dt,355737.0,176103.0,179630.0,4.0,
Rangpur-6,Jamiat Ulema-e-Islam Bangladesh,Maulana Md. Manjurul Islam,,,6,111,2026-02-12 15:56:06.220455+00:00,dt,355737.0,176103.0,179630.0,4.0,
Sherpur-1,BNP,Syed Emran Saleh,,,7,144,2026-02-12 15:56:06.220455+00:00,dt,450489.0,224472.0,226009.0,8.0,
Sherpur-1,Bangladesh Khelafat Majlish,Md. Tajul Islam,,,7,144,2026-02-12 15:56:06.220455+00:00,dt,450489.0,224472.0,226009.0,8.0,
Sherpur-1,CPB,Azharul Islam,,,7,144,2026-02-12 15:56:06.220455+00:00,dt,450489.0,224472.0,226009.0,8.0,
Sherpur-1,Islami Andolan Bangladesh,Md. Jillur Rahman,,,7,144,2026-02-12 15:56:06.220455+00:00,dt,450489.0,224472.0,226009.0,8.0,
Sherpur-2,BNP,Motahar Hossain Talukder,,,7,154,2026-02-12 15:56:06.220455+00:00,dt,440035.0,215786.0,224249.0,0.0,
Sherpur-2,Bangladesh Khelafat Majlish,Mohammadullah,,,7,154,2026-02-12 15:56:06.220455+00:00,dt,440035.0,215786.0,224249.0,0.0,
Sherpur-2,Islami Andolan Bangladesh,Golam Mawla Bhuiyan,,,7,154,2026-02-12 15:56:06.220455+00:00,dt,440035.0,215786.0,224249.0,0.0,
Sherpur-2,JaPa,Md. Emdadul Haque Khan,,,7,154,2026-02-12 15:56:06.220455+00:00,dt,440035.0,215786.0,224249.0,0.0,
Sherpur-3,BNP,M. Iqbal Hossain,,,7,126,2026-02-12 15:56:06.220455+00:00,dt,413377.0,205077.0,208293.0,7.0,
Sherpur-3,Islami Andolan Bangladesh,Md. Shariful Islam,,,7,126,2026-02-12 15:56:06.220455+00:00,dt,413377.0,205077.0,208293.0,7.0,
Sirajganj-1,BNP,M. Akbar Ali,,,5,173,2026-02-12 15:56:06.220455+00:00,dt,385024.0,189676.0,195344.0,4.0,
Sirajganj-1,CPB,Md. Abdul Hakim,,,5,173,2026-02-12 15:56:06.220455+00:00,dt,385024.0,189676.0,195344.0,4.0,
Sirajganj-1,Islami Andolan Bangladesh,Abdur Rahman,,,5,173,2026-02-12 15:56:06.220455+00:00,dt,385024.0,189676.0,195344.0,4.0,
Sirajganj-1,JaPa,Md. Hilton Pramanik,,,5,173,2026-02-12 15:56:06.220455+00:00,dt,385024.0,189676.0,195344.0,4.0,
Sirajganj-1,Jamaat,Md. Rafiqul Islam Khan,,,5,173,2026-02-12 15:56:06.220455+00:00,dt,385024.0,189676.0,195344.0,4.0,
Sirajganj-2,BNP,Md. Amirul Islam Khan,,,5,145,2026-02-12 15:56:06.220455+00:00,dt,469878.0,235248.0,234626.0,4.0,
Sirajganj-2,CPB,Md. Matiar Rahman,,,5,145,2026-02-12 15:56:06.220455+00:00,dt,469878.0,235248.0,234626.0,4.0,
Sirajganj-2,Islami Andolan Bangladesh,Nurun Nabi,,,5,145,2026-02-12 15:56:06.220455+00:00,dt,469878.0,235248.0,234626.0,4.0,
Sirajganj-2,JaPa,Md. Akbar Hossain,,,5,145,2026-02-12 15:56:06.220455+00:00,dt,469878.0,235248.0,234626.0,4.0,
Sirajganj-2,Jamaat,Md. Ali Alam,,,5,145,2026-02-12 15:56:06.220455+00:00,dt,469878.0,235248.0,234626.0,4.0,
Sirajganj-3,AB Party,Abu Jafar Md. Anwarus Sadat,,,5,153,2026-02-12 15:56:06.220455+00:00,dt,444427.0,222737.0,221683.0,7.0,
Sirajganj-3,BNP,M. A. Muhit,,,5,153,2026-02-12 15:56:06.220455+00:00,dt,444427.0,222737.0,221683.0,7.0,
Sirajganj-3,Islami Andolan Bangladesh,Misbah Uddin,,,5,153,2026-02-12 15:56:06.220455+00:00,dt,444427.0,222737.0,221683.0,7.0,
Sirajganj-3,JaPa,Md. Moktar Hossain,,,5,153,2026-02-12 15:56:06.220455+00:00,dt,444427.0,222737.0,221683.0,7.0,
Sirajganj-3,NCP,S. M. Saif Mostafiz,,,5,153,2026-02-12 15:56:06.220455+00:00,dt,444427.0,222737.0,221683.0,7.0,
Sirajganj-4,BNP,Md. Shamsur Rahman,,,5,137,2026-02-12 15:56:06.220455+00:00,dt,475821.0,243680.0,232125.0,16.0,
Sirajganj-4,Islami Andolan Bangladesh,Md. Abdul Gani,,,5,137,2026-02-12 15:56:06.220455+00:00,dt,475821.0,243680.0,232125.0,16.0,
Sirajganj-4,Jamaat,Mohammad Najibur Rahman,,,5,137,2026-02-12 15:56:06.220455+00:00,dt,475821.0,243680.0,232125.0,16.0,
Sirajganj-5,BNP,A. K. M. Selim Reza Habib,,,5,124,2026-02-12 15:56:06.220455+00:00,dt,426321.0,218664.0,207655.0,2.0,
Sirajganj-5,Gano Forum,Sheikh Nasir Uddin,,,5,124,2026-02-12 15:56:06.220455+00:00,dt,426321.0,218664.0,207655.0,2.0,
Sirajganj-5,Islami Andolan Bangladesh,Md. Afzal Hossain Khan Kashemi,,,5,124,2026-02-12 15:56:06.220455+00:00,dt,426321.0,218664.0,207655.0,2.0,
Sirajganj-5,JaPa,Md. Mehedi Hasan Rubel,,,5,124,2026-02-12 15:56:06.220455+00:00,dt,426321.0,218664.0,207655.0,2.0,
Sirajganj-5,Jamaat,Md. Hesab Uddin,,,5,124,2026-02-12 15:56:06.220455+00:00,dt,426321.0,218664.0,207655.0,2.0,
Sirajganj-6,BNP,Md. Hasan Zafir Tuhin,,,5,160,2026-02-12 15:56:06.220455+00:00,dt,485387.0,246412.0,238972.0,3.0,
Sirajganj-6,Gano Forum,Sardar Asha Parvez,,,5,160,2026-02-12 15:56:06.220455+00:00,dt,485387.0,246412.0,238972.0,3.0,
Sirajganj-6,Islami Andolan Bangladesh,Md. Abdul Khalek,,,5,160,2026-02-12 15:56:06.220455+00:00,dt,485387.0,246412.0,238972.0,3.0,
Sirajganj-6,JaPa,Mir Nadim Mohammad Dablu,,,5,160,2026-02-12 15:56:06.220455+00:00,dt,485387.0,246412.0,238972.0,3.0,
Sirajganj-6,Jamaat,Mohammad Ali Asgar,,,5,160,2026-02-12 15:56:06.220455+00:00,dt,485387.0,246412.0,238972.0,3.0,
Sunamganj-1,BNP,Sarwar Jamal Nizam,,,8,168,2026-02-12 15:56:06.220455+00:00,dt,501555.0,256185.0,245360.0,10.0,
Sunamganj-1,JaPa,Abdur Rab Chowdhury,,,8,168,2026-02-12 15:56:06.220455+00:00,dt,501555.0,256185.0,245360.0,10.0,
Sunamganj-1,Jamaat,Mahmudul Hasan,,,8,168,2026-02-12 15:56:06.220455+00:00,dt,501555.0,256185.0,245360.0,10.0,
Sunamganj-2,BNP,Alhaj Jasim Uddin Ahmed,,,8,111,2026-02-12 15:56:06.220455+00:00,dt,306052.0,154652.0,151399.0,1.0,
Sunamganj-2,Islami Andolan Bangladesh,Mohammad Abdul Hamid,,,8,111,2026-02-12 15:56:06.220455+00:00,dt,306052.0,154652.0,151399.0,1.0,
Sunamganj-2,JaPa,H. M. Iliyas,,,8,111,2026-02-12 15:56:06.220455+00:00,dt,306052.0,154652.0,151399.0,1.0,
Sunamganj-3,BNP,Nazmul Mostafa Amin,,,8,145,2026-02-12 15:56:06.220455+00:00,dt,373016.0,189243.0,183767.0,6.0,
Sunamganj-3,Islami Andolan Bangladesh,Shariful Alam Chowdhury,,,8,145,2026-02-12 15:56:06.220455+00:00,dt,373016.0,189243.0,183767.0,6.0,
Sunamganj-3,Jamaat,Shahjahan Chowdhury,,,8,145,2026-02-12 15:56:06.220455+00:00,dt,373016.0,189243.0,183767.0,6.0,
Sunamganj-4,BNP,Mishkatul Islam Chowdhury,,,8,112,2026-02-12 15:56:06.220455+00:00,dt,372185.0,189359.0,182813.0,13.0,
Sunamganj-4,Islami Andolan Bangladesh,Hafez Ruhullah,,,8,112,2026-02-12 15:56:06.220455+00:00,dt,372185.0,189359.0,182813.0,13.0,
Sunamganj-4,JaPa,Mohammad Liaqat Ali,,,8,112,2026-02-12 15:56:06.220455+00:00,dt,372185.0,189359.0,182813.0,13.0,
Sunamganj-4,Jamaat,Mohammad Jahirul Islam,,,8,112,2026-02-12 15:56:06.220455+00:00,dt,372185.0,189359.0,182813.0,13.0,
Sunamganj-5,BNP,Salahuddin Ahmed,,,8,164,2026-02-12 15:56:06.220455+00:00,dt,527458.0,270620.0,256836.0,2.0,
Sunamganj-5,Islami Andolan Bangladesh,Md. Sarwar Alam Kutubi,,,8,164,2026-02-12 15:56:06.220455+00:00,dt,527458.0,270620.0,256836.0,2.0,
Sunamganj-5,Jamaat,Abdullah Al Faruq,,,8,164,2026-02-12 15:56:06.220455+00:00,dt,527458.0,270620.0,256836.0,2.0,
