seat_no,name,vote,party,alliance,seat,district,division,region,voters,male_voters,female_voters,thirdgender_voters,time,vote_pc
254,কাজী দ্বীন মোহাম্মদ,119851,Jamaat,Jamaat-NCP,Comilla-6,Comilla,Chittagong,Urban,644777.0,324195.0,320575.0,7.0,2026-02-14 14:42:37.115645+00:00,18.59
255,রেদোয়ান আহমেদ,48509,BNP,BNP,Comilla-7,Comilla,Chittagong,Rural,329166.0,169361.0,159799.0,6.0,2026-02-14 14:42:37.115645+00:00,14.74
255,আতিকুল আলম,91690,Independent,no alliance,Comilla-7,Comilla,Chittagong,Rural,329166.0,169361.0,159799.0,6.0,2026-02-14 14:42:37.115645+00:00,27.86
256,জাকারিয়া তাহের,169178,BNP,BNP,Comilla-8,Comilla,Chittagong,Rural,380833.0,196098.0,184732.0,3.0,2026-02-14 14:42:37.115645+00:00,44.42
256,মোঃ শফিকুল আলম হেলাল,45091,Jamaat,Jamaat-NCP,Comilla-8,Comilla,Chittagong,Rural,380833.0,196098.0,184732.0,3.0,2026-02-14 14:42:37.115645+00:00,11.84
257,মোঃ আবুল কালাম,170008,BNP,BNP,Comilla-9,Comilla,Chittagong,Rural,478535.0,247765.0,230769.0,1.0,2026-02-14 14:42:37.115645+00:00,35.53
257,ছৈয়দ এ কে এম সরওয়ার উদ্দীন ছিদ্দীকি,118961,Jamaat,Jamaat-NCP,Comilla-9,Comilla,Chittagong,Rural,478535.0,247765.0,230769.0,1.0,2026-02-14 14:42:37.115645+00:00,24.86
294,সালাহউদ্দিন আহমদ,219758,BNP,BNP,Cox's Bazar-1,Cox's Bazar,Chittagong,Rural,540490.0,290291.0,250198.0,1.0,2026-02-14 14:42:37.115645+00:00,40.66
294,আব্দুল্লাহ আল ফারুখ,125311,Jamaat,Jamaat-NCP,Cox's Bazar-1,Cox's Bazar,Chittagong,Rural,540490.0,290291.0,250198.0,1.0,2026-02-14 14:42:37.115645+00:00,23.18
295,আলমগীর মুহাম্মদ মাহফুজ উল্লাহ ফরিদ,124660,BNP,BNP,Cox's Bazar-2,Cox's Bazar,Chittagong,Rural,387851.0,206453.0,181398.0,0.0,2026-02-14 14:42:37.115645+00:00,32.14
295,"এ, এইচ, এম হামিদুর রহমান আযাদ",89817,Jamaat,Jamaat-NCP,Cox's Bazar-2,Cox's Bazar,Chittagong,Rural,387851.0,206453.0,181398.0,0.0,2026-02-14 14:42:37.115645+00:00,23.16
296,লুৎফুর রহমান,181460,BNP,BNP,Cox's Bazar-3,Cox's Bazar,Chittagong,Urban,545962.0,291099.0,254862.0,1.0,2026-02-14 14:42:37.115645+00:00,33.24
296,শহীদুল আলম  (বাহাদুর),152994,Jamaat,Jamaat-NCP,Cox's Bazar-3,Cox's Bazar,Chittagong,Urban,545962.0,291099.0,254862.0,1.0,2026-02-14 14:42:37.115645+00:00,28.02
297,শাহজাহান চৌধুরী,122909,BNP,BNP,Cox's Bazar-4,Cox's Bazar,Chittagong,Rural,375688.0,192803.0,182879.0,6.0,2026-02-14 14:42:37.115645+00:00,32.72
297,নুর আহমদ আনোয়ারী,121980,Jamaat,Jamaat-NCP,Cox's Bazar-4,Cox's Bazar,Chittagong,Rural,375688.0,192803.0,182879.0,6.0,2026-02-14 14:42:37.115645+00:00,32.47
174,খোন্দকার আবু আশফাক,173781,BNP,BNP,Dhaka-1,Dhaka,Dhaka,Rural,545140.0,276050.0,269085.0,5.0,2026-02-14 14:42:37.115645+00:00,31.88
174,মোহাম্মাদ নজরুল ইসলাম,112622,Jamaat,Jamaat-NCP,Dhaka-1,Dhaka,Dhaka,Rural,545140.0,276050.0,269085.0,5.0,2026-02-14 14:42:37.115645+00:00,20.66
183,শেখ রবিউল আলম,80436,BNP,BNP,Dhaka-10,Dhaka,Dhaka,Urban,388660.0,204604.0,184050.0,6.0,2026-02-14 14:42:37.115645+00:00,20.7
183,মোঃ জসীম উদ্দীন সরকার,77136,Jamaat,Jamaat-NCP,Dhaka-10,Dhaka,Dhaka,Urban,388660.0,204604.0,184050.0,6.0,2026-02-14 14:42:37.115645+00:00,19.85
184,"এম, এ, কাইয়ুম",91833,BNP,BNP,Dhaka-11,Dhaka,Dhaka,Urban,439078.0,222877.0,216198.0,3.0,2026-02-14 14:42:37.115645+00:00,20.91
184,মোঃ নাহিদ ইসলাম,93872,NCP,Jamaat-NCP,Dhaka-11,Dhaka,Dhaka,Urban,439078.0,222877.0,216198.0,3.0,2026-02-14 14:42:37.115645+00:00,21.38
185,মোঃ সাইফুল আলম,53773,Jamaat,Jamaat-NCP,Dhaka-12,Dhaka,Dhaka,Urban,333320.0,174349.0,158968.0,3.0,2026-02-14 14:42:37.115645+00:00,16.13
185,সাইফুল হক,30963,Revolutionary Workers Party of Bangladesh,BNP,Dhaka-12,Dhaka,Dhaka,Urban,333320.0,174349.0,158968.0,3.0,2026-02-14 14:42:37.115645+00:00,9.29
186,ববি হাজ্জাজ,88387,BNP,BNP,Dhaka-13,Dhaka,Dhaka,Urban,408791.0,209812.0,198971.0,8.0,2026-02-14 14:42:37.115645+00:00,21.62
186,মোঃ মামুনুল হক,86067,Bangladesh Khelafat Mojlish,Jamaat-NCP,Dhaka-13,Dhaka,Dhaka,Urban,408791.0,209812.0,198971.0,8.0,2026-02-14 14:42:37.115645+00:00,21.05
187,সানজিদা ইসলাম,83323,BNP,BNP,Dhaka-14,Dhaka,Dhaka,Urban,456044.0,232066.0,223974.0,4.0,2026-02-14 14:42:37.115645+00:00,18.27
187,মীর আহমাদ বিনকাসেম,101113,Jamaat,Jamaat-NCP,Dhaka-14,Dhaka,Dhaka,Urban,456044.0,232066.0,223974.0,4.0,2026-02-14 14:42:37.115645+00:00,22.17
188,মোঃ শফিকুল ইসলাম খান,63517,BNP,BNP,Dhaka-15,Dhaka,Dhaka,Urban,351718.0,179616.0,172098.0,4.0,2026-02-14 14:42:37.115645+00:00,18.06
188,মোঃ শফিকুর রহমান,85131,Jamaat,Jamaat-NCP,Dhaka-15,Dhaka,Dhaka,Urban,351718.0,179616.0,172098.0,4.0,2026-02-14 14:42:37.115645+00:00,24.2
189,মোঃ আমিনুল হক,85467,BNP,BNP,Dhaka-16,Dhaka,Dhaka,Urban,400499.0,201168.0,199323.0,8.0,2026-02-14 14:42:37.115645+00:00,21.34
189,মোঃ আব্দুল বাতেন,88828,Jamaat,Jamaat-NCP,Dhaka-16,Dhaka,Dhaka,Urban,400499.0,201168.0,199323.0,8.0,2026-02-14 14:42:37.115645+00:00,22.18
190,তারেক রহমান,72699,BNP,BNP,Dhaka-17,Dhaka,Dhaka,Urban,333777.0,174709.0,159060.0,8.0,2026-02-14 14:42:37.115645+00:00,21.78
190,স. ম. খালিদুজ্জামান,68300,Jamaat,Jamaat-NCP,Dhaka-17,Dhaka,Dhaka,Urban,333777.0,174709.0,159060.0,8.0,2026-02-14 14:42:37.115645+00:00,20.46
191,"এস, এম, জাহাঙ্গীর হোসেন",144715,BNP,BNP,Dhaka-18,Dhaka,Dhaka,Urban,613883.0,313050.0,300827.0,6.0,2026-02-14 14:42:37.115645+00:00,23.57
191,আরিফুল ইসলাম,111297,NCP,Jamaat-NCP,Dhaka-18,Dhaka,Dhaka,Urban,613883.0,313050.0,300827.0,6.0,2026-02-14 14:42:37.115645+00:00,18.13
192,দেওয়ান মোহাম্মদ সালাউদ্দিন,190976,BNP,BNP,Dhaka-19,Dhaka,Dhaka,Urban,747070.0,379906.0,367151.0,13.0,2026-02-14 14:42:37.115645+00:00,25.56
192,দিলশানা পারুল,125283,NCP,Jamaat-NCP,Dhaka-19,Dhaka,Dhaka,Urban,747070.0,379906.0,367151.0,13.0,2026-02-14 14:42:37.115645+00:00,16.77
175,মোঃ আমানউল্লাহ আমান,163020,BNP,BNP,Dhaka-2,Dhaka,Dhaka,Urban,419215.0,217908.0,201298.0,9.0,2026-02-14 14:42:37.115645+00:00,38.89
175,মোঃ আব্দুল হক,78655,Jamaat,Jamaat-NCP,Dhaka-2,Dhaka,Dhaka,Urban,419215.0,217908.0,201298.0,9.0,2026-02-14 14:42:37.115645+00:00,18.76
193,মোঃ তমিজ উদ্দিন,160428,BNP,BNP,Dhaka-20,Dhaka,Dhaka,Rural,376639.0,187835.0,188802.0,2.0,2026-02-14 14:42:37.115645+00:00,42.59
193,নাবিলা তাসনিদ,56343,NCP,Jamaat-NCP,Dhaka-20,Dhaka,Dhaka,Rural,376639.0,187835.0,188802.0,2.0,2026-02-14 14:42:37.115645+00:00,14.96
176,গয়েশ্বর চন্দ্র রায়,98785,BNP,BNP,Dhaka-3,Dhaka,Dhaka,Urban,362159.0,184971.0,177184.0,4.0,2026-02-14 14:42:37.115645+00:00,27.28
176,মোঃ শাহীনুর ইসলাম,82232,Jamaat,Jamaat-NCP,Dhaka-3,Dhaka,Dhaka,Urban,362159.0,184971.0,177184.0,4.0,2026-02-14 14:42:37.115645+00:00,22.71
177,তানভীর আহমেদ,74447,BNP,BNP,Dhaka-4,Dhaka,Dhaka,Urban,362506.0,186467.0,176034.0,5.0,2026-02-14 14:42:37.115645+00:00,20.54
177,সৈয়দ জয়নুল আবেদীন,77367,Jamaat,Jamaat-NCP,Dhaka-4,Dhaka,Dhaka,Urban,362506.0,186467.0,176034.0,5.0,2026-02-14 14:42:37.115645+00:00,21.34
178,মোঃ নবী উল্লা,87491,BNP,BNP,Dhaka-5,Dhaka,Dhaka,Urban,419996.0,214594.0,205397.0,5.0,2026-02-14 14:42:37.115645+00:00,20.83
178,মোহাম্মদ কামাল হোসেন,96641,Jamaat,Jamaat-NCP,Dhaka-5,Dhaka,Dhaka,Urban,419996.0,214594.0,205397.0,5.0,2026-02-14 14:42:37.115645+00:00,23.01
179,ইশরাক হোসেন,78850,BNP,BNP,Dhaka-6,Dhaka,Dhaka,Urban,292283.0,152519.0,139761.0,3.0,2026-02-14 14:42:37.115645+00:00,26.98
179,মোঃ আব্দুল মান্নান,55697,Jamaat,Jamaat-NCP,Dhaka-6,Dhaka,Dhaka,Urban,292283.0,152519.0,139761.0,3.0,2026-02-14 14:42:37.115645+00:00,19.06
180,হামিদুর রহমান,104666,BNP,BNP,Dhaka-7,Dhaka,Dhaka,Urban,479376.0,248481.0,230883.0,12.0,2026-02-14 14:42:37.115645+00:00,21.83
180,মোঃ এনায়াত উল্লা,98483,Jamaat,Jamaat-NCP,Dhaka-7,Dhaka,Dhaka,Urban,479376.0,248481.0,230883.0,12.0,2026-02-14 14:42:37.115645+00:00,20.54
181,মির্জা আব্বাস উদ্দিন আহমেদ,59366,BNP,BNP,Dhaka-8,Dhaka,Dhaka,Urban,275471.0,152795.0,122675.0,1.0,2026-02-14 14:42:37.115645+00:00,21.55
181,মুহাম্মাদ নাসীরুদ্দীন পাটওয়ারী,54127,NCP,Jamaat-NCP,Dhaka-8,Dhaka,Dhaka,Urban,275471.0,152795.0,122675.0,1.0,2026-02-14 14:42:37.115645+00:00,19.65
182,হাবিবুর রশিদ,111212,BNP,BNP,Dhaka-9,Dhaka,Dhaka,Urban,469360.0,237673.0,231682.0,5.0,2026-02-14 14:42:37.115645+00:00,23.69
182,মোহাম্মদ জাবেদ মিয়া,53460,NCP,Jamaat-NCP,Dhaka-9,Dhaka,Dhaka,Urban,469360.0,237673.0,231682.0,5.0,2026-02-14 14:42:37.115645+00:00,11.39
6,মোঃ মনজুরুল ইসলাম,178489,BNP,BNP,Dinajpur-1,Dinajpur,Rangpur,Rural,417133.0,208919.0,208212.0,2.0,2026-02-14 14:42:37.115645+00:00,42.79
6,মোঃ মতিউর রহমান,116488,Jamaat,Jamaat-NCP,Dinajpur-1,Dinajpur,Rangpur,Rural,417133.0,208919.0,208212.0,2.0,2026-02-14 14:42:37.115645+00:00,27.93
7,মোঃ সাদিক রিয়াজ,144317,BNP,BNP,Dinajpur-2,Dinajpur,Rangpur,Rural,371478.0,187112.0,184366.0,0.0,2026-02-14 14:42:37.115645+00:00,38.85
7,"এ, কে, এম আফজালুল আনাম",101831,Jamaat,Jamaat-NCP,Dinajpur-2,Dinajpur,Rangpur,Rural,371478.0,187112.0,184366.0,0.0,2026-02-14 14:42:37.115645+00:00,27.41
8,সৈয়দ জাহাঙ্গীর আলম,139207,BNP,BNP,Dinajpur-3,Dinajpur,Rangpur,Urban,415636.0,205486.0,210148.0,2.0,2026-02-14 14:42:37.115645+00:00,33.49
8,মোঃ মাইনুল আলম,134618,Jamaat,Jamaat-NCP,Dinajpur-3,Dinajpur,Rangpur,Urban,415636.0,205486.0,210148.0,2.0,2026-02-14 14:42:37.115645+00:00,32.39
9,মোঃ আখতারুজ্জামান মিয়া,165577,BNP,BNP,Dinajpur-4,Dinajpur,Rangpur,Rural,421278.0,211304.0,209972.0,2.0,2026-02-14 14:42:37.115645+00:00,39.3
9,মোঃ আফতাব উদ্দীন মোল্লা,127666,Jamaat,Jamaat-NCP,Dinajpur-4,Dinajpur,Rangpur,Rural,421278.0,211304.0,209972.0,2.0,2026-02-14 14:42:37.115645+00:00,30.3
10,"এ, জেড, এম, রেজওয়ানুল হক",113650,Independent,no alliance,Dinajpur-5,Dinajpur,Rangpur,Rural,477516.0,238583.0,238930.0,3.0,2026-02-14 14:42:37.115645+00:00,23.8
10,মোঃ আব্দুল আহাদ,108948,NCP,Jamaat-NCP,Dinajpur-5,Dinajpur,Rangpur,Rural,477516.0,238583.0,238930.0,3.0,2026-02-14 14:42:37.115645+00:00,22.82
11,আবু জাফর মোঃ জাহিদ হোসেন,203887,BNP,BNP,Dinajpur-6,Dinajpur,Rangpur,Rural,557692.0,278086.0,279593.0,13.0,2026-02-14 14:42:37.115645+00:00,36.56
11,মোঃ আনোয়ারুল ইসলাম,188791,Jamaat,Jamaat-NCP,Dinajpur-6,Dinajpur,Rangpur,Rural,557692.0,278086.0,279593.0,13.0,2026-02-14 14:42:37.115645+00:00,33.85
211,খন্দোকার নাসিরুল ইসলাম,126476,BNP,BNP,Faridpur-1,Faridpur,Dhaka,Rural,510540.0,259335.0,251204.0,1.0,2026-02-14 14:42:37.115645+00:00,24.77
211,মোঃ ইলিয়াস মোল্লা,154145,Jamaat,Jamaat-NCP,Faridpur-1,Faridpur,Dhaka,Rural,510540.0,259335.0,251204.0,1.0,2026-02-14 14:42:37.115645+00:00,30.19
212,শামা ওবায়েদ ইসলাম,121994,BNP,BNP,Faridpur-2,Faridpur,Dhaka,Rural,332041.0,172904.0,159137.0,0.0,2026-02-14 14:42:37.115645+00:00,36.74
212,মোঃ আকরাম আলী,89305,Bangladesh Khelafat Mojlish,Jamaat-NCP,Faridpur-2,Faridpur,Dhaka,Rural,332041.0,172904.0,159137.0,0.0,2026-02-14 14:42:37.115645+00:00,26.9
213,নায়াব ইউসুফ আহমেদ,148545,BNP,BNP,Faridpur-3,Faridpur,Dhaka,Urban,432628.0,216022.0,216600.0,6.0,2026-02-14 14:42:37.115645+00:00,34.34
213,মোঃ আবদুত তাওয়াব,124115,Jamaat,Jamaat-NCP,Faridpur-3,Faridpur,Dhaka,Urban,432628.0,216022.0,216600.0,6.0,2026-02-14 14:42:37.115645+00:00,28.69
214,মোঃ শহিদুল ইসলাম,127443,BNP,BNP,Faridpur-4,Faridpur,Dhaka,Rural,496706.0,254655.0,242050.0,1.0,2026-02-14 14:42:37.115645+00:00,25.66
214,মোঃ সরোয়ার হোসাইন,75805,Jamaat,Jamaat-NCP,Faridpur-4,Faridpur,Dhaka,Rural,496706.0,254655.0,242050.0,1.0,2026-02-14 14:42:37.115645+00:00,15.26
265,মুন্সী রফিকুল আলম,119904,BNP,BNP,Feni-1,Feni,Chittagong,Rural,385652.0,198759.0,186890.0,3.0,2026-02-14 14:42:37.115645+00:00,31.09
265,এস এম কামালউদ্দীন,85615,Jamaat,Jamaat-NCP,Feni-1,Feni,Chittagong,Rural,385652.0,198759.0,186890.0,3.0,2026-02-14 14:42:37.115645+00:00,22.2
266,মোহাম্মদ মজিবুর রহমান ভূঁঞা,80058,AB Party,Jamaat-NCP,Feni-2,Feni,Chittagong,Urban,437078.0,225881.0,211194.0,3.0,2026-02-14 14:42:37.115645+00:00,18.32
266,জয়নাল আবদিন,131210,BNP,BNP,Feni-2,Feni,Chittagong,Urban,437078.0,225881.0,211194.0,3.0,2026-02-14 14:42:37.115645+00:00,30.02
267,আবদুল আউয়াল মিন্টু,157425,BNP,BNP,Feni-3,Feni,Chittagong,Rural,508194.0,263227.0,244965.0,2.0,2026-02-14 14:42:37.115645+00:00,30.98
267,মোহাম্মদ ফখরুদ্দিন,108160,Jamaat,Jamaat-NCP,Feni-3,Feni,Chittagong,Rural,508194.0,263227.0,244965.0,2.0,2026-02-14 14:42:37.115645+00:00,21.28
29,খন্দকার জিয়াউল ইসলাম মোহাম্মদ আলী,37997,BNP,BNP,Gaibandha-1,Gaibandha,Rangpur,Rural,419111.0,207573.0,211535.0,3.0,2026-02-14 14:42:37.115645+00:00,9.07
29,মোঃ মাজেদুর রহমান,140726,Jamaat,Jamaat-NCP,Gaibandha-1,Gaibandha,Rangpur,Rural,419111.0,207573.0,211535.0,3.0,2026-02-14 14:42:37.115645+00:00,33.58
30,মোঃ আনিসুজ্জামান খান বাবু,92890,BNP,BNP,Gaibandha-2,Gaibandha,Rangpur,Urban,411460.0,202034.0,209415.0,11.0,2026-02-14 14:42:37.115645+00:00,22.58
30,মোঃ আব্দুল করিম,122630,Jamaat,Jamaat-NCP,Gaibandha-2,Gaibandha,Rangpur,Urban,411460.0,202034.0,209415.0,11.0,2026-02-14 14:42:37.115645+00:00,29.8
31,অধ্যাপক ডাঃ সৈয়দ মইনুল হাসান সাদিক,139864,BNP,BNP,Gaibandha-3,Gaibandha,Rangpur,Rural,506185.0,248901.0,257275.0,9.0,2026-02-14 14:42:37.115645+00:00,27.63
31,আবুল কাওছার মোহাম্মদ নজরুল ইসলাম,162457,Jamaat,Jamaat-NCP,Gaibandha-3,Gaibandha,Rangpur,Rural,506185.0,248901.0,257275.0,9.0,2026-02-14 14:42:37.115645+00:00,32.09
32,মোহাম্মদ শামীম কায়সার,142772,BNP,BNP,Gaibandha-4,Gaibandha,Rangpur,Rural,468384.0,231616.0,236758.0,10.0,2026-02-14 14:42:37.115645+00:00,30.48
32,মোঃ আব্দুর রহিম সরকার,139738,Jamaat,Jamaat-NCP,Gaibandha-4,Gaibandha,Rangpur,Rural,468384.0,231616.0,236758.0,10.0,2026-02-14 14:42:37.115645+00:00,29.83
33,মোঃ ফারুক আলম সরকার,73483,BNP,BNP,Gaibandha-5,Gaibandha,Rangpur,Rural,385261.0,192277.0,192981.0,3.0,2026-02-14 14:42:37.115645+00:00,19.07
33,মোঃ আব্দুল ওয়ারেছ,89274,Jamaat,Jamaat-NCP,Gaibandha-5,Gaibandha,Rangpur,Rural,385261.0,192277.0,192981.0,3.0,2026-02-14 14:42:37.115645+00:00,23.17
194,মোঃ মজিবুর রহমান,208688,BNP,BNP,Gazipur-1,Gazipur,Dhaka,Rural,720939.0,360234.0,360693.0,12.0,2026-02-14 14:42:37.115645+00:00,28.95
194,মোঃ শাহ্‌ আলম বকশী,149553,Jamaat,Jamaat-NCP,Gazipur-1,Gazipur,Dhaka,Rural,720939.0,360234.0,360693.0,12.0,2026-02-14 14:42:37.115645+00:00,20.74
195,এম মঞ্জুরুল করিম রনি,188606,BNP,BNP,Gazipur-2,Gazipur,Dhaka,Urban,804333.0,400402.0,403918.0,13.0,2026-02-14 14:42:37.115645+00:00,23.45
195,আলী নাছের খান,140950,NCP,Jamaat-NCP,Gazipur-2,Gazipur,Dhaka,Urban,804333.0,400402.0,403918.0,13.0,2026-02-14 14:42:37.115645+00:00,17.52
196,"এস,এম, রফিকুল ইসলাম",161258,BNP,BNP,Gazipur-3,Gazipur,Dhaka,Rural,527360.0,260191.0,267162.0,7.0,2026-02-14 14:42:37.115645+00:00,30.58
196,মুহাম্মদ এহসানুল হক,99354,Bangladesh Khelafat Mojlish,Jamaat-NCP,Gazipur-3,Gazipur,Dhaka,Rural,527360.0,260191.0,267162.0,7.0,2026-02-14 14:42:37.115645+00:00,18.84
197,শাহ রিয়াজুল হান্নান,87505,BNP,BNP,Gazipur-4,Gazipur,Dhaka,Rural,330977.0,164429.0,166548.0,0.0,2026-02-14 14:42:37.115645+00:00,26.44
197,সালাহ উদ্দিন,96911,Jamaat,Jamaat-NCP,Gazipur-4,Gazipur,Dhaka,Rural,330977.0,164429.0,166548.0,0.0,2026-02-14 14:42:37.115645+00:00,29.28
198,"এ, কে, এম, ফজলুল হক মিলন",133869,BNP,BNP,Gazipur-5,Gazipur,Dhaka,Rural,354643.0,179093.0,175548.0,2.0,2026-02-14 14:42:37.115645+00:00,37.75
198,মো: খায়রুল হাসান,78123,Jamaat,Jamaat-NCP,Gazipur-5,Gazipur,Dhaka,Rural,354643.0,179093.0,175548.0,2.0,2026-02-14 14:42:37.115645+00:00,22.03
215,মোঃ সেলিমুজ্জামান মোল্যা,71579,BNP,BNP,Gopalganj-1,Gopalganj,Dhaka,Rural,399510.0,202816.0,196694.0,0.0,2026-02-14 14:42:37.115645+00:00,17.92
215,মোঃ কাবির মিয়া,54464,GOP (Nuru),BNP,Gopalganj-1,Gopalganj,Dhaka,Rural,399510.0,202816.0,196694.0,0.0,2026-02-14 14:42:37.115645+00:00,13.63
216,কে এম বাবর,40048,BNP,BNP,Gopalganj-2,Gopalganj,Dhaka,Urban,384326.0,194060.0,190262.0,4.0,2026-02-14 14:42:37.115645+00:00,10.42
216,"এম, এইচ খান মনজু",33039,Independent,no alliance,Gopalganj-2,Gopalganj,Dhaka,Urban,384326.0,194060.0,190262.0,4.0,2026-02-14 14:42:37.115645+00:00,8.6
217,"এস, এম, জিলানী",60166,BNP,BNP,Gopalganj-3,Gopalganj,Dhaka,Rural,308784.0,158403.0,150380.0,1.0,2026-02-14 14:42:37.115645+00:00,19.48
217,গোবিন্দ চন্দ্র প্রামাণিক,33867,Independent,no alliance,Gopalganj-3,Gopalganj,Dhaka,Rural,308784.0,158403.0,150380.0,1.0,2026-02-14 14:42:37.115645+00:00,10.97
239,রেজা কিবরিয়া,111999,BNP,BNP,Habiganj-1,Habiganj,Sylhet,Rural,466921.0,236576.0,230340.0,5.0,2026-02-14 14:42:37.115645+00:00,23.99
239,মাওলানা সিরাজুল ইসলাম,56132,Bangladesh Khelafat Mojlish,Jamaat-NCP,Habiganj-1,Habiganj,Sylhet,Rural,466921.0,236576.0,230340.0,5.0,2026-02-14 14:42:37.115645+00:00,12.02
240,আবু মনসুর সাখাওয়াত হাসান,126583,BNP,BNP,Habiganj-2,Habiganj,Sylhet,Rural,394756.0,200162.0,194590.0,4.0,2026-02-14 14:42:37.115645+00:00,32.07
240,আব্দুল বাছিত আজাদ,65762,Khelafat Mojlish,Jamaat-NCP,Habiganj-2,Habiganj,Sylhet,Rural,394756.0,200162.0,194590.0,4.0,2026-02-14 14:42:37.115645+00:00,16.66
241,আলহাজ্ব মোঃ জি কে গউছ,142456,BNP,BNP,Habiganj-3,Habiganj,Sylhet,Urban,419573.0,213298.0,206262.0,13.0,2026-02-14 14:42:37.115645+00:00,33.95
241,কাজী মহসিন আহমদ,45568,Jamaat,Jamaat-NCP,Habiganj-3,Habiganj,Sylhet,Urban,419573.0,213298.0,206262.0,13.0,2026-02-14 14:42:37.115645+00:00,10.86
242,"এস, এম, ফয়সল",188072,BNP,BNP,Habiganj-4,Habiganj,Sylhet,Rural,552711.0,278660.0,274049.0,2.0,2026-02-14 14:42:37.115645+00:00,34.03
242,মোঃ গিয়াস উদ্দিন,84323,Bangladesh Islami Front,no alliance,Habiganj-4,Habiganj,Sylhet,Rural,552711.0,278660.0,274049.0,2.0,2026-02-14 14:42:37.115645+00:00,15.26
138,এম রশিদুজ্জামান মিল্লাত,172011,BNP,BNP,Jamalpur-1,Jamalpur,Mymensingh,Rural,431707.0,216207.0,215498.0,2.0,2026-02-14 14:42:37.115645+00:00,39.84
138,মুহাম্মদ নাজমুল হক সাঈদী,93661,Jamaat,Jamaat-NCP,Jamalpur-1,Jamalpur,Mymensingh,Rural,431707.0,216207.0,215498.0,2.0,2026-02-14 14:42:37.115645+00:00,21.7
139,"এ, ই, সুলতান মাহমুদ বাবু",95378,BNP,BNP,Jamalpur-2,Jamalpur,Mymensingh,Rural,282103.0,144469.0,137633.0,1.0,2026-02-14 14:42:37.115645+00:00,33.81
139,মোঃ ছামিউল হক,61655,Jamaat,Jamaat-NCP,Jamalpur-2,Jamalpur,Mymensingh,Rural,282103.0,144469.0,137633.0,1.0,2026-02-14 14:42:37.115645+00:00,21.86
140,মোঃ মোস্তাফিজুর রহমান বাবুল,206214,BNP,BNP,Jamalpur-3,Jamalpur,Mymensingh,Rural,539504.0,274257.0,265241.0,6.0,2026-02-14 14:42:37.115645+00:00,38.22
140,মোঃ মুজিবুর রহমান আজাদী,44161,Jamaat,Jamaat-NCP,Jamalpur-3,Jamalpur,Mymensingh,Rural,539504.0,274257.0,265241.0,6.0,2026-02-14 14:42:37.115645+00:00,8.19
141,মোঃ ফরিদুল কবীর তালুকদার,146546,BNP,BNP,Jamalpur-4,Jamalpur,Mymensingh,Rural,304992.0,151527.0,153464.0,1.0,2026-02-14 14:42:37.115645+00:00,48.05
141,মোহাম্মদ আব্দুল আওয়াল,44161,Jamaat,Jamaat-NCP,Jamalpur-4,Jamalpur,Mymensingh,Rural,304992.0,151527.0,153464.0,1.0,2026-02-14 14:42:37.115645+00:00,14.48
142,শাহ মোঃ ওয়ারেছ আলী মামুন,198292,BNP,BNP,Jamalpur-5,Jamalpur,Mymensingh,Urban,576810.0,281747.0,295053.0,10.0,2026-02-14 14:42:37.115645+00:00,34.38
142,মুহাম্মদ আব্দুস সাত্তার,111695,Jamaat,Jamaat-NCP,Jamalpur-5,Jamalpur,Mymensingh,Urban,576810.0,281747.0,295053.0,10.0,2026-02-14 14:42:37.115645+00:00,19.36
85,মোঃ নুরুজ্জামান লিটন,93542,BNP,BNP,Jessore-1,Jessore,Khulna,Rural,308417.0,153296.0,155118.0,3.0,2026-02-14 14:42:37.115645+00:00,30.33
85,মুহাম্মাদ আজীজুর রহমান.,119093,Jamaat,Jamaat-NCP,Jessore-1,Jessore,Khulna,Rural,308417.0,153296.0,155118.0,3.0,2026-02-14 14:42:37.115645+00:00,38.61
86,মোছাঃ সাবিরা সুলতানা,146647,BNP,BNP,Jessore-2,Jessore,Khulna,Rural,477565.0,237430.0,240133.0,2.0,2026-02-14 14:42:37.115645+00:00,30.71
86,মোহাম্মদ মোসলেহউদ্দিন ফরিদ,180965,Jamaat,Jamaat-NCP,Jessore-2,Jessore,Khulna,Rural,477565.0,237430.0,240133.0,2.0,2026-02-14 14:42:37.115645+00:00,37.89
87,অনিন্দ্য ইসলাম অমিত,201339,BNP,BNP,Jessore-3,Jessore,Khulna,Urban,606638.0,301888.0,304740.0,10.0,2026-02-14 14:42:37.115645+00:00,33.19
87,মোঃ আব্দুল কাদের,187463,Jamaat,Jamaat-NCP,Jessore-3,Jessore,Khulna,Urban,606638.0,301888.0,304740.0,10.0,2026-02-14 14:42:37.115645+00:00,30.9
88,মতিয়ার রহমান ফারাজী,131917,BNP,BNP,Jessore-4,Jessore,Khulna,Rural,453634.0,224371.0,229259.0,4.0,2026-02-14 14:42:37.115645+00:00,29.08
88,মোঃ গোলাম রছুল,176912,Jamaat,Jamaat-NCP,Jessore-4,Jessore,Khulna,Rural,453634.0,224371.0,229259.0,4.0,2026-02-14 14:42:37.115645+00:00,39.0
89,শহীদ মোঃ ইকবাল হোসেন,85045,Independent,no alliance,Jessore-5,Jessore,Khulna,Rural,369082.0,184215.0,184863.0,4.0,2026-02-14 14:42:37.115645+00:00,23.04
