seat_no,name,vote,party,alliance,seat,district,division,region,voters,male_voters,female_voters,thirdgender_voters,time,vote_pc
47,মোঃ সামসুজ্জোহা খান,134533,BNP,BNP,Naogaon-2,Naogaon,Rajshahi,Rural,372436.0,185375.0,187059.0,2.0,2026-02-14 14:42:37.115645+00:00,36.12
47,মোঃ এনামুল হক,141526,Jamaat,Jamaat-NCP,Naogaon-2,Naogaon,Rajshahi,Rural,372436.0,185375.0,187059.0,2.0,2026-02-14 14:42:37.115645+00:00,38.0
48,মোঃ ফজলে হুদা,165646,BNP,BNP,Naogaon-3,Naogaon,Rajshahi,Rural,440785.0,218988.0,221796.0,1.0,2026-02-14 14:42:37.115645+00:00,37.58
48,মোঃ মাহফুজুর রহমান,117838,Jamaat,Jamaat-NCP,Naogaon-3,Naogaon,Rajshahi,Rural,440785.0,218988.0,221796.0,1.0,2026-02-14 14:42:37.115645+00:00,26.73
49,ইকরামুল বারী টিপু,133801,BNP,BNP,Naogaon-4,Naogaon,Rajshahi,Rural,333862.0,165643.0,168215.0,4.0,2026-02-14 14:42:37.115645+00:00,40.08
49,মোঃ আব্দু্র রাকিব,96814,Jamaat,Jamaat-NCP,Naogaon-4,Naogaon,Rajshahi,Rural,333862.0,165643.0,168215.0,4.0,2026-02-14 14:42:37.115645+00:00,29.0
50,মোঃ জাহিদুল ইসলাম ধলু,128366,BNP,BNP,Naogaon-5,Naogaon,Rajshahi,Urban,363030.0,180031.0,182994.0,5.0,2026-02-14 14:42:37.115645+00:00,35.36
50,আবু সাদাত মোঃ সায়েম,103236,Jamaat,Jamaat-NCP,Naogaon-5,Naogaon,Rajshahi,Urban,363030.0,180031.0,182994.0,5.0,2026-02-14 14:42:37.115645+00:00,28.44
51,শেখ মোঃ রেজাউল ইসলাম,108070,BNP,BNP,Naogaon-6,Naogaon,Rajshahi,Rural,345416.0,174350.0,171061.0,5.0,2026-02-14 14:42:37.115645+00:00,31.29
51,মোঃ খবিরুল ইসলাম,95886,Jamaat,Jamaat-NCP,Naogaon-6,Naogaon,Rajshahi,Rural,345416.0,174350.0,171061.0,5.0,2026-02-14 14:42:37.115645+00:00,27.76
93,বিশ্বাস জাহাঙ্গীর আলম,99975,BNP,BNP,Narail-1,Narail,Khulna,Rural,294155.0,148505.0,145648.0,2.0,2026-02-14 14:42:37.115645+00:00,33.99
93,মোঃ ওবায়দুল্লাহ,75225,Jamaat,Jamaat-NCP,Narail-1,Narail,Khulna,Rural,294155.0,148505.0,145648.0,2.0,2026-02-14 14:42:37.115645+00:00,25.57
94,মোঃ মনিরুল ইসলাম,78457,Independent,no alliance,Narail-2,Narail,Khulna,Urban,390988.0,194245.0,196739.0,4.0,2026-02-14 14:42:37.115645+00:00,20.07
94,মোঃ আতাউর রহমান,118142,Jamaat,Jamaat-NCP,Narail-2,Narail,Khulna,Urban,390988.0,194245.0,196739.0,4.0,2026-02-14 14:42:37.115645+00:00,30.22
204,মুস্তাফিজুর রহমান ভূঁইয়া,156358,BNP,BNP,Narayanganj-1,Narayanganj,Dhaka,Urban,408829.0,207849.0,200977.0,3.0,2026-02-14 14:42:37.115645+00:00,38.25
204,মোঃ আনোয়ার হোসেন মোল্লা,91690,Jamaat,Jamaat-NCP,Narayanganj-1,Narayanganj,Dhaka,Urban,408829.0,207849.0,200977.0,3.0,2026-02-14 14:42:37.115645+00:00,22.43
205,মোঃ নজরুল ইসলাম আজাদ,125063,BNP,BNP,Narayanganj-2,Narayanganj,Dhaka,Rural,364098.0,187801.0,176292.0,5.0,2026-02-14 14:42:37.115645+00:00,34.35
205,মোঃ ইলিয়াছ মোল্লা,82987,Jamaat,Jamaat-NCP,Narayanganj-2,Narayanganj,Dhaka,Rural,364098.0,187801.0,176292.0,5.0,2026-02-14 14:42:37.115645+00:00,22.79
206,আজহারুল ইসলাম মান্নান,155400,BNP,BNP,Narayanganj-3,Narayanganj,Dhaka,Urban,593348.0,302290.0,291055.0,3.0,2026-02-14 14:42:37.115645+00:00,26.19
206,মোঃ ইকবাল হোসাইন ভূইয়া,134918,Jamaat,Jamaat-NCP,Narayanganj-3,Narayanganj,Dhaka,Urban,593348.0,302290.0,291055.0,3.0,2026-02-14 14:42:37.115645+00:00,22.74
207,মনির হোসাইন,80619,Jamiat Ulema-e-Islam Bangladesh,BNP,Narayanganj-4,Narayanganj,Dhaka,Urban,540783.0,273715.0,267062.0,6.0,2026-02-14 14:42:37.115645+00:00,14.91
207,আব্দুল্লাহ আল আমিন,106171,NCP,Jamaat-NCP,Narayanganj-4,Narayanganj,Dhaka,Urban,540783.0,273715.0,267062.0,6.0,2026-02-14 14:42:37.115645+00:00,19.63
208,আবুল কালাম,114799,BNP,BNP,Narayanganj-5,Narayanganj,Dhaka,Urban,485288.0,243768.0,241512.0,8.0,2026-02-14 14:42:37.115645+00:00,23.66
208,এ বি এম সিরাজুল মামুন,101196,Khelafat Mojlish,Jamaat-NCP,Narayanganj-5,Narayanganj,Dhaka,Urban,485288.0,243768.0,241512.0,8.0,2026-02-14 14:42:37.115645+00:00,20.85
199,খায়রুল কবির খোকন,160676,BNP,BNP,Narsingdi-1,Narsingdi,Dhaka,Urban,477209.0,243945.0,233252.0,12.0,2026-02-14 14:42:37.115645+00:00,33.67
199,মোঃ ইব্রাহিম ভূঞা,92930,Jamaat,Jamaat-NCP,Narsingdi-1,Narsingdi,Dhaka,Urban,477209.0,243945.0,233252.0,12.0,2026-02-14 14:42:37.115645+00:00,19.47
200,"ড, আবদুল মঈন খান",92352,BNP,BNP,Narsingdi-2,Narsingdi,Dhaka,Rural,286218.0,145235.0,140978.0,5.0,2026-02-14 14:42:37.115645+00:00,32.27
200,মোঃ আমজাদ হোসাইন,51161,Jamaat,Jamaat-NCP,Narsingdi-2,Narsingdi,Dhaka,Rural,286218.0,145235.0,140978.0,5.0,2026-02-14 14:42:37.115645+00:00,17.87
201,মনজুর এলাহী,81415,BNP,BNP,Narsingdi-3,Narsingdi,Dhaka,Rural,284248.0,142947.0,141300.0,1.0,2026-02-14 14:42:37.115645+00:00,28.64
201,মোঃ আরিফ-উল-ইসলাম মৃধা,45401,Independent,no alliance,Narsingdi-3,Narsingdi,Dhaka,Rural,284248.0,142947.0,141300.0,1.0,2026-02-14 14:42:37.115645+00:00,15.97
202,সরদার মোঃ সাখাওয়াত হোসেন,161912,BNP,BNP,Narsingdi-4,Narsingdi,Dhaka,Rural,428954.0,212677.0,216274.0,3.0,2026-02-14 14:42:37.115645+00:00,37.75
202,মোঃ জাহাঙ্গীর আলম,76445,Jamaat,Jamaat-NCP,Narsingdi-4,Narsingdi,Dhaka,Rural,428954.0,212677.0,216274.0,3.0,2026-02-14 14:42:37.115645+00:00,17.82
203,মোঃ আশরাফ উদ্দিন,135512,BNP,BNP,Narsingdi-5,Narsingdi,Dhaka,Rural,494650.0,255570.0,239065.0,15.0,2026-02-14 14:42:37.115645+00:00,27.4
203,তাজুল ইসলাম,43682,Bangladesh Khelafat Mojlish,Jamaat-NCP,Narsingdi-5,Narsingdi,Dhaka,Rural,494650.0,255570.0,239065.0,15.0,2026-02-14 14:42:37.115645+00:00,8.83
58,ফারজানা শারমীন,102726,BNP,BNP,Natore-1,Natore,Rajshahi,Rural,368276.0,183595.0,184679.0,2.0,2026-02-14 14:42:37.115645+00:00,27.89
58,মোঃ আবুল কালাম আজাদ,90568,Jamaat,Jamaat-NCP,Natore-1,Natore,Rajshahi,Rural,368276.0,183595.0,184679.0,2.0,2026-02-14 14:42:37.115645+00:00,24.59
59,"এম, রুহুল কুদ্দুস তালুকদার দুলু",162841,BNP,BNP,Natore-2,Natore,Rajshahi,Urban,406886.0,201655.0,205222.0,9.0,2026-02-14 14:42:37.115645+00:00,40.02
59,মোঃ ইউনুস আলী,130066,Jamaat,Jamaat-NCP,Natore-2,Natore,Rajshahi,Urban,406886.0,201655.0,205222.0,9.0,2026-02-14 14:42:37.115645+00:00,31.97
60,মোঃ আনোয়ারুল ইসলাম,119768,BNP,BNP,Natore-3,Natore,Rajshahi,Rural,326872.0,164088.0,162781.0,3.0,2026-02-14 14:42:37.115645+00:00,36.64
60,মোঃ দাউদার মাহমুদ,66492,Independent,no alliance,Natore-3,Natore,Rajshahi,Rural,326872.0,164088.0,162781.0,3.0,2026-02-14 14:42:37.115645+00:00,20.34
61,মোঃ আব্দুল আজিজ,170551,BNP,BNP,Natore-4,Natore,Rajshahi,Rural,445172.0,221348.0,223821.0,3.0,2026-02-14 14:42:37.115645+00:00,38.31
61,মোঃ আব্দুল হাকিম,135386,Jamaat,Jamaat-NCP,Natore-4,Natore,Rajshahi,Rural,445172.0,221348.0,223821.0,3.0,2026-02-14 14:42:37.115645+00:00,30.41
157,ব্যারিষ্টার কায়সার কামাল,158343,BNP,BNP,Netrokona-1,Netrokona,Mymensingh,Rural,456182.0,231751.0,224427.0,4.0,2026-02-14 14:42:37.115645+00:00,34.71
157,গোলাম রব্বানী,87488,Bangladesh Khelafat Mojlish,Jamaat-NCP,Netrokona-1,Netrokona,Mymensingh,Rural,456182.0,231751.0,224427.0,4.0,2026-02-14 14:42:37.115645+00:00,19.18
158,মোঃ আনোয়ারুল হক,171399,BNP,BNP,Netrokona-2,Netrokona,Mymensingh,Urban,502438.0,252379.0,250047.0,12.0,2026-02-14 14:42:37.115645+00:00,34.11
158,মোঃ ফাহিম রহমান খান পাঠান,67367,NCP,Jamaat-NCP,Netrokona-2,Netrokona,Mymensingh,Urban,502438.0,252379.0,250047.0,12.0,2026-02-14 14:42:37.115645+00:00,13.41
159,রফিকুল ইসলাম হিলালী,118469,BNP,BNP,Netrokona-3,Netrokona,Mymensingh,Rural,420686.0,214883.0,205794.0,9.0,2026-02-14 14:42:37.115645+00:00,28.16
159,মোঃ দেলোয়ার হোসেন ভূঞা,68961,Independent,no alliance,Netrokona-3,Netrokona,Mymensingh,Rural,420686.0,214883.0,205794.0,9.0,2026-02-14 14:42:37.115645+00:00,16.39
160,মোঃ লুৎফুজ্জামান বাবর,160801,BNP,BNP,Netrokona-4,Netrokona,Mymensingh,Rural,375308.0,190313.0,184982.0,13.0,2026-02-14 14:42:37.115645+00:00,42.85
160,মোঃ আল-হেলাল,39840,Jamaat,Jamaat-NCP,Netrokona-4,Netrokona,Mymensingh,Rural,375308.0,190313.0,184982.0,13.0,2026-02-14 14:42:37.115645+00:00,10.62
161,মোঃ আবু তাহের তালুকদার,79412,BNP,BNP,Netrokona-5,Netrokona,Mymensingh,Rural,290117.0,147896.0,142219.0,2.0,2026-02-14 14:42:37.115645+00:00,27.37
161,মাছুম মোস্তফা,82177,Jamaat,Jamaat-NCP,Netrokona-5,Netrokona,Mymensingh,Rural,290117.0,147896.0,142219.0,2.0,2026-02-14 14:42:37.115645+00:00,28.33
12,মোঃ আব্দুস সাত্তার,149214,Jamaat,Jamaat-NCP,Nilphamari-1,Nilphamari,Rangpur,Rural,460271.0,232483.0,227786.0,2.0,2026-02-14 14:42:37.115645+00:00,32.42
12,মাওলানা মোঃ মন্জুরুল ইসলাম,118160,Jamiat Ulema-e-Islam Bangladesh,BNP,Nilphamari-1,Nilphamari,Rangpur,Rural,460271.0,232483.0,227786.0,2.0,2026-02-14 14:42:37.115645+00:00,25.67
13,শাহরিন ইসলাম,134579,BNP,BNP,Nilphamari-2,Nilphamari,Rangpur,Urban,385785.0,193034.0,192749.0,2.0,2026-02-14 14:42:37.115645+00:00,34.88
13,আলফারুক আব্দুল লতীফ,145202,Jamaat,Jamaat-NCP,Nilphamari-2,Nilphamari,Rangpur,Urban,385785.0,193034.0,192749.0,2.0,2026-02-14 14:42:37.115645+00:00,37.64
14,আলহাজ্ব সৈয়দ আলী,89102,BNP,BNP,Nilphamari-3,Nilphamari,Rangpur,Rural,294446.0,149878.0,144567.0,1.0,2026-02-14 14:42:37.115645+00:00,30.26
14,ওবায়দুল্লাহ সালাফী,108560,Jamaat,Jamaat-NCP,Nilphamari-3,Nilphamari,Rangpur,Rural,294446.0,149878.0,144567.0,1.0,2026-02-14 14:42:37.115645+00:00,36.87
15,মোঃ আবদুল গফুর সরকার,81526,BNP,BNP,Nilphamari-4,Nilphamari,Rangpur,Rural,451814.0,226728.0,225081.0,5.0,2026-02-14 14:42:37.115645+00:00,18.04
15,আব্দুল মুনতাকিম,124865,Jamaat,Jamaat-NCP,Nilphamari-4,Nilphamari,Rangpur,Rural,451814.0,226728.0,225081.0,5.0,2026-02-14 14:42:37.115645+00:00,27.64
268,এ এম মাহবুব উদ্দিন,126833,BNP,BNP,Noakhali-1,Noakhali,Chittagong,Rural,452425.0,233711.0,218714.0,0.0,2026-02-14 14:42:37.115645+00:00,28.03
268,মোঃ ছাইফ উল্যাহ,98036,Jamaat,Jamaat-NCP,Noakhali-1,Noakhali,Chittagong,Rural,452425.0,233711.0,218714.0,0.0,2026-02-14 14:42:37.115645+00:00,21.67
269,জয়নুল আবদিন ফারুক,83992,BNP,BNP,Noakhali-2,Noakhali,Chittagong,Rural,360081.0,186305.0,173775.0,1.0,2026-02-14 14:42:37.115645+00:00,23.33
269,সুলতান মুহাম্মদ জাকারিয়া মজুমদার,67054,NCP,Jamaat-NCP,Noakhali-2,Noakhali,Chittagong,Rural,360081.0,186305.0,173775.0,1.0,2026-02-14 14:42:37.115645+00:00,18.62
270,মোঃ বরকত উল্লাহ বুলু,141031,BNP,BNP,Noakhali-3,Noakhali,Chittagong,Rural,511759.0,269886.0,241865.0,8.0,2026-02-14 14:42:37.115645+00:00,27.56
270,মোঃ বোরহান উদ্দিন,123941,Jamaat,Jamaat-NCP,Noakhali-3,Noakhali,Chittagong,Rural,511759.0,269886.0,241865.0,8.0,2026-02-14 14:42:37.115645+00:00,24.22
271,মোঃ শাহজাহান,219182,BNP,BNP,Noakhali-4,Noakhali,Chittagong,Urban,700339.0,366659.0,333677.0,3.0,2026-02-14 14:42:37.115645+00:00,31.3
271,মোঃ ইসহাক খন্দকার,148989,Jamaat,Jamaat-NCP,Noakhali-4,Noakhali,Chittagong,Urban,700339.0,366659.0,333677.0,3.0,2026-02-14 14:42:37.115645+00:00,21.27
272,মোহাম্মদ ফখরুল ইসলাম,147808,BNP,BNP,Noakhali-5,Noakhali,Chittagong,Rural,503851.0,261779.0,242072.0,0.0,2026-02-14 14:42:37.115645+00:00,29.34
272,মোহাম্মদ বেলায়েত হোসেন,120453,Jamaat,Jamaat-NCP,Noakhali-5,Noakhali,Chittagong,Rural,503851.0,261779.0,242072.0,0.0,2026-02-14 14:42:37.115645+00:00,23.91
273,মোহাম্মদ মাহবুবের রহমান,64021,BNP,BNP,Noakhali-6,Noakhali,Chittagong,Rural,339185.0,178309.0,160874.0,2.0,2026-02-14 14:42:37.115645+00:00,18.87
273,আবদুল হান্নান মাসউদ,91899,NCP,Jamaat-NCP,Noakhali-6,Noakhali,Chittagong,Rural,339185.0,178309.0,160874.0,2.0,2026-02-14 14:42:37.115645+00:00,27.09
68,মোঃ শামসুর রহমান,104245,BNP,BNP,Pabna-1,Pabna,Rajshahi,Rural,464904.0,237675.0,227228.0,1.0,2026-02-14 14:42:37.115645+00:00,22.42
68,মোহাম্মদ নাজিবুর রহমান,129974,Jamaat,Jamaat-NCP,Pabna-1,Pabna,Rajshahi,Rural,464904.0,237675.0,227228.0,1.0,2026-02-14 14:42:37.115645+00:00,27.96
69,"এ, কে, এম, সেলিম রেজা হাবিব",213950,BNP,BNP,Pabna-2,Pabna,Rajshahi,Rural,373425.0,191467.0,181957.0,1.0,2026-02-14 14:42:37.115645+00:00,57.29
69,মোঃ হেসাব উদ্দিন,75387,Jamaat,Jamaat-NCP,Pabna-2,Pabna,Rajshahi,Rural,373425.0,191467.0,181957.0,1.0,2026-02-14 14:42:37.115645+00:00,20.19
70,মোঃ হাসান জাফির তুহিন,144206,BNP,BNP,Pabna-3,Pabna,Rajshahi,Rural,486806.0,243937.0,242863.0,6.0,2026-02-14 14:42:37.115645+00:00,29.62
70,মুহাম্মাদ আলী আছগার,147475,Jamaat,Jamaat-NCP,Pabna-3,Pabna,Rajshahi,Rural,486806.0,243937.0,242863.0,6.0,2026-02-14 14:42:37.115645+00:00,30.29
71,মোঃ হাবিবুর রহমান (হাবিব),133874,BNP,BNP,Pabna-4,Pabna,Rajshahi,Rural,440168.0,221442.0,218720.0,6.0,2026-02-14 14:42:37.115645+00:00,30.41
71,মোঃ আবু তালেব মন্ডল,137675,Jamaat,Jamaat-NCP,Pabna-4,Pabna,Rajshahi,Rural,440168.0,221442.0,218720.0,6.0,2026-02-14 14:42:37.115645+00:00,31.28
72,মোঃ শামছুর রহমান শিমুল বিশ্বাস,181925,BNP,BNP,Pabna-5,Pabna,Rajshahi,Urban,528044.0,266433.0,261608.0,3.0,2026-02-14 14:42:37.115645+00:00,34.45
72,মোঃ ইকবাল হোসাইন,164994,Jamaat,Jamaat-NCP,Pabna-5,Pabna,Rajshahi,Urban,528044.0,266433.0,261608.0,3.0,2026-02-14 14:42:37.115645+00:00,31.25
1,মুহাম্মদ নওশাদ জমির,176169,BNP,BNP,Panchagarh-1,Panchagarh,Rangpur,Urban,463700.0,231976.0,231723.0,1.0,2026-02-14 14:42:37.115645+00:00,37.99
1,মোঃ সারজিস আলম,168049,NCP,Jamaat-NCP,Panchagarh-1,Panchagarh,Rangpur,Urban,463700.0,231976.0,231723.0,1.0,2026-02-14 14:42:37.115645+00:00,36.24
2,ফরহাদ হোসেন আজাদ,174650,BNP,BNP,Panchagarh-2,Panchagarh,Rangpur,Rural,417529.0,209708.0,207818.0,3.0,2026-02-14 14:42:37.115645+00:00,41.83
2,মোঃ সফিউল আলম,128862,Jamaat,Jamaat-NCP,Panchagarh-2,Panchagarh,Rangpur,Rural,417529.0,209708.0,207818.0,3.0,2026-02-14 14:42:37.115645+00:00,30.86
111,মোহাম্মদ আব্দুল ওহাব,46310,AB Party,Jamaat-NCP,Patuakhali-1,Patuakhali,Barisal,Urban,505840.0,254339.0,251493.0,8.0,2026-02-14 14:42:37.115645+00:00,9.16
111,আলতাফ হোসেন চৌধুরী,152087,BNP,BNP,Patuakhali-1,Patuakhali,Barisal,Urban,505840.0,254339.0,251493.0,8.0,2026-02-14 14:42:37.115645+00:00,30.07
112,মোঃ সহিদুল আলম তালুকদার,72676,BNP,BNP,Patuakhali-2,Patuakhali,Barisal,Rural,315282.0,160501.0,154779.0,2.0,2026-02-14 14:42:37.115645+00:00,23.05
112,মোঃ শফিকুল ইসলাম,100750,Jamaat,Jamaat-NCP,Patuakhali-2,Patuakhali,Barisal,Rural,315282.0,160501.0,154779.0,2.0,2026-02-14 14:42:37.115645+00:00,31.96
113,মোঃ নুরুল হক,97323,GOP (Nuru),BNP,Patuakhali-3,Patuakhali,Barisal,Rural,375871.0,189020.0,186848.0,3.0,2026-02-14 14:42:37.115645+00:00,25.89
113,মোঃ হাসান মামুন,81361,Independent,no alliance,Patuakhali-3,Patuakhali,Barisal,Rural,375871.0,189020.0,186848.0,3.0,2026-02-14 14:42:37.115645+00:00,21.65
114,এ বি এম মোশাররফ হোসেন,124013,BNP,BNP,Patuakhali-4,Patuakhali,Barisal,Rural,312603.0,158123.0,154475.0,5.0,2026-02-14 14:42:37.115645+00:00,39.67
114,মোস্তাফিজুর রহমান,70127,Islami Andolan Bangladesh,no alliance,Patuakhali-4,Patuakhali,Barisal,Rural,312603.0,158123.0,154475.0,5.0,2026-02-14 14:42:37.115645+00:00,22.43
127,আলমগীর হোসেন,107105,BNP,BNP,Pirojpur-1,Pirojpur,Barisal,Urban,392178.0,198709.0,193469.0,0.0,2026-02-14 14:42:37.115645+00:00,27.31
127,মাসুদ সাঈদী,132659,Jamaat,Jamaat-NCP,Pirojpur-1,Pirojpur,Barisal,Urban,392178.0,198709.0,193469.0,0.0,2026-02-14 14:42:37.115645+00:00,33.83
128,আহম্মদ সোহেল মনজুর,105185,BNP,BNP,Pirojpur-2,Pirojpur,Barisal,Rural,409288.0,204312.0,204972.0,4.0,2026-02-14 14:42:37.115645+00:00,25.7
128,শামীম সাঈদী,96897,Jamaat,Jamaat-NCP,Pirojpur-2,Pirojpur,Barisal,Rural,409288.0,204312.0,204972.0,4.0,2026-02-14 14:42:37.115645+00:00,23.67
129,মোঃ রুহুল আমীন দুলাল,63785,BNP,BNP,Pirojpur-3,Pirojpur,Barisal,Rural,241361.0,122045.0,119315.0,1.0,2026-02-14 14:42:37.115645+00:00,26.43
129,মোঃ শামীম হামিদী,36610,NCP,Jamaat-NCP,Pirojpur-3,Pirojpur,Barisal,Rural,241361.0,122045.0,119315.0,1.0,2026-02-14 14:42:37.115645+00:00,15.17
209,আলী নেওয়াজ মাহমুদ খৈয়ম,154541,BNP,BNP,Rajbari-1,Rajbari,Dhaka,Urban,430216.0,216150.0,214058.0,8.0,2026-02-14 14:42:37.115645+00:00,35.92
209,মোঃ নূরুল ইসলাম,101092,Jamaat,Jamaat-NCP,Rajbari-1,Rajbari,Dhaka,Urban,430216.0,216150.0,214058.0,8.0,2026-02-14 14:42:37.115645+00:00,23.5
210,মোঃ হারুন-অর-রশিদ,237254,BNP,BNP,Rajbari-2,Rajbari,Dhaka,Rural,559696.0,285544.0,274146.0,6.0,2026-02-14 14:42:37.115645+00:00,42.39
210,জামিল হিজাযী,67299,NCP,Jamaat-NCP,Rajbari-2,Rajbari,Dhaka,Rural,559696.0,285544.0,274146.0,6.0,2026-02-14 14:42:37.115645+00:00,12.02
52,মোঃ শরীফ উদ্দীন,169902,BNP,BNP,Rajshahi-1,Rajshahi,Rajshahi,Rural,468780.0,234078.0,234699.0,3.0,2026-02-14 14:42:37.115645+00:00,36.24
52,মোঃ মুজিবুর রহমান,171786,Jamaat,Jamaat-NCP,Rajshahi-1,Rajshahi,Rajshahi,Rural,468780.0,234078.0,234699.0,3.0,2026-02-14 14:42:37.115645+00:00,36.65
53,মোঃ মিজানুর রহমান মিনু,128546,BNP,BNP,Rajshahi-2,Rajshahi,Rajshahi,Urban,369564.0,178249.0,191307.0,8.0,2026-02-14 14:42:37.115645+00:00,34.78
53,মোহাম্মদ জাহাঙ্গীর,100370,Jamaat,Jamaat-NCP,Rajshahi-2,Rajshahi,Rajshahi,Urban,369564.0,178249.0,191307.0,8.0,2026-02-14 14:42:37.115645+00:00,27.16
54,মোহাম্মদ শফিকুল হক মিলন,176318,BNP,BNP,Rajshahi-3,Rajshahi,Rajshahi,Rural,423738.0,210897.0,212835.0,6.0,2026-02-14 14:42:37.115645+00:00,41.61
54,মোঃ আবুল কালাম আজাদ,137927,Jamaat,Jamaat-NCP,Rajshahi-3,Rajshahi,Rajshahi,Rural,423738.0,210897.0,212835.0,6.0,2026-02-14 14:42:37.115645+00:00,32.55
55,"ডি, এম , ডি জিয়াউর রহমান",109461,BNP,BNP,Rajshahi-4,Rajshahi,Rajshahi,Rural,319909.0,160720.0,159185.0,4.0,2026-02-14 14:42:37.115645+00:00,34.22
55,মোঃ আব্দুল বারী সরদার,115226,Jamaat,Jamaat-NCP,Rajshahi-4,Rajshahi,Rajshahi,Rural,319909.0,160720.0,159185.0,4.0,2026-02-14 14:42:37.115645+00:00,36.02
56,অধ্যাপক নজরুল ইসলাম,153425,BNP,BNP,Rajshahi-5,Rajshahi,Rajshahi,Rural,353174.0,176670.0,176499.0,5.0,2026-02-14 14:42:37.115645+00:00,43.44
56,মনজুর রহমান,73445,Jamaat,Jamaat-NCP,Rajshahi-5,Rajshahi,Rajshahi,Rural,353174.0,176670.0,176499.0,5.0,2026-02-14 14:42:37.115645+00:00,20.8
57,মোঃ আবু সাইদ চাঁদ,148672,BNP,BNP,Rajshahi-6,Rajshahi,Rajshahi,Rural,357054.0,178068.0,178984.0,2.0,2026-02-14 14:42:37.115645+00:00,41.64
57,মোঃ নাজমুল হক,92965,Jamaat,Jamaat-NCP,Rajshahi-6,Rajshahi,Rajshahi,Rural,357054.0,178068.0,178984.0,2.0,2026-02-14 14:42:37.115645+00:00,26.04
299,দীপেন দেওয়ান,201544,BNP,BNP,Rangamati,Rangamati,Chittagong,Rural,509272.0,263411.0,245859.0,2.0,2026-02-14 14:42:37.115645+00:00,39.57
299,পহেল চাকমা,31222,Independent,no alliance,Rangamati,Rangamati,Chittagong,Rural,509272.0,263411.0,245859.0,2.0,2026-02-14 14:42:37.115645+00:00,6.13
19,মোঃ মোকাররম হোসেন সুজন,69131,BNP,BNP,Rangpur-1,Rangpur,Rangpur,Rural,375227.0,188829.0,186394.0,4.0,2026-02-14 14:42:37.115645+00:00,18.42
19,মোঃ রায়হান সিরাজী,147245,Jamaat,Jamaat-NCP,Rangpur-1,Rangpur,Rangpur,Rural,375227.0,188829.0,186394.0,4.0,2026-02-14 14:42:37.115645+00:00,39.24
20,মোহাম্মদ আলী সরকার,57762,BNP,BNP,Rangpur-2,Rangpur,Rangpur,Rural,380921.0,192287.0,188625.0,9.0,2026-02-14 14:42:37.115645+00:00,15.16
20,এ টি এম আজহারুল ইসলাম,91111,Jamaat,Jamaat-NCP,Rangpur-2,Rangpur,Rangpur,Rural,380921.0,192287.0,188625.0,9.0,2026-02-14 14:42:37.115645+00:00,23.92
21,মোঃ সামসুজ্জামান সামু,85498,BNP,BNP,Rangpur-3,Rangpur,Rangpur,Urban,508223.0,252369.0,255849.0,5.0,2026-02-14 14:42:37.115645+00:00,16.82
21,মোঃ মাহবুবুর রহমান (বেলাল),178064,Jamaat,Jamaat-NCP,Rangpur-3,Rangpur,Rangpur,Urban,508223.0,252369.0,255849.0,5.0,2026-02-14 14:42:37.115645+00:00,35.04
22,মোহাম্মদ এমদাদুল হক ভরসা,140564,BNP,BNP,Rangpur-4,Rangpur,Rangpur,Rural,509905.0,250787.0,259113.0,5.0,2026-02-14 14:42:37.115645+00:00,27.57
22,আখতার হোসেন,149966,NCP,Jamaat-NCP,Rangpur-4,Rangpur,Rangpur,Rural,509905.0,250787.0,259113.0,5.0,2026-02-14 14:42:37.115645+00:00,29.41
23,মোঃ গোলাম রব্বানী,115116,BNP,BNP,Rangpur-5,Rangpur,Rangpur,Rural,469189.0,232462.0,236723.0,4.0,2026-02-14 14:42:37.115645+00:00,24.54
23,মোঃ গোলাম রব্বানী,176411,Jamaat,Jamaat-NCP,Rangpur-5,Rangpur,Rangpur,Rural,469189.0,232462.0,236723.0,4.0,2026-02-14 14:42:37.115645+00:00,37.6
24,মোঃ সাইফুল ইসলাম,117703,BNP,BNP,Rangpur-6,Rangpur,Rangpur,Rural,355737.0,176103.0,179630.0,4.0,2026-02-14 14:42:37.115645+00:00,33.09
24,মোঃ নুরুল আমীন,120128,Jamaat,Jamaat-NCP,Rangpur-6,Rangpur,Rangpur,Rural,355737.0,176103.0,179630.0,4.0,2026-02-14 14:42:37.115645+00:00,33.77
105,মোঃ হাবিবুল ইসলাম হাবিব,169995,BNP,BNP,Satkhira-1,Satkhira,Khulna,Rural,496848.0,247873.0,248973.0,2.0,2026-02-14 14:42:37.115645+00:00,34.21
105,মোঃ ইজ্জত উল্লাহ,193772,Jamaat,Jamaat-NCP,Satkhira-1,Satkhira,Khulna,Rural,496848.0,247873.0,248973.0,2.0,2026-02-14 14:42:37.115645+00:00,39.0
106,মোঃ আব্দুর রউফ,116229,BNP,BNP,Satkhira-2,Satkhira,Khulna,Urban,535654.0,265965.0,269685.0,4.0,2026-02-14 14:42:37.115645+00:00,21.7
106,মুহাম্মাদ আব্দুল খালেক,266959,Jamaat,Jamaat-NCP,Satkhira-2,Satkhira,Khulna,Urban,535654.0,265965.0,269685.0,4.0,2026-02-14 14:42:37.115645+00:00,49.84
107,মোঃ শহিদুল আলম,105389,Independent,no alliance,Satkhira-3,Satkhira,Khulna,Rural,502222.0,253984.0,248235.0,3.0,2026-02-14 14:42:37.115645+00:00,20.98
